Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2toal4qg8ohxn3hh50m9lrac4,2026-03-16 20:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,false,true,LEV,LEV,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,D 1-1,Luís Manuel Ferreira de Castro,23,115.00,40.0%,47.5%,23,16,1,21,45,40.3%,44.7%,58.2%,34,12,49,4,49,12.00,26,0,52.4%,8,3,0,87,139,116,97,71,255,10,1,0,0,40.9%,121,1.20,63.0%,26,21,1,5,212,32.7,14.00,-,10.3%,13.8%,31.0%,56.1%,22.2,40.9%,19,23,1
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2p5lebd6sut2o58yyixozunmc,2026-03-07 15:15:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,false,true,LEV,LEV,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,D 1-1,Luís Manuel Ferreira de Castro,31,87.00,31.0%,37.9%,9,27,3,26,43,21.2%,48.6%,65.7%,33,12,42,1,42,10.00,30,0,53.9%,2,8,0,153,243,107,137,60,350,12,1,0,0,42.1%,127,0.75,54.2%,18,10,1,5,233,33.7,11.00,-,11.1%,5.6%,38.9%,45.9%,22.6,42.1%,14,20,1
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2of0ec1j3qlwnm140nciptixg,2026-02-27 20:00:00,4grc9qgcvusllap8h5j6gc5h5,true,false,true,false,false,LEV,LEV,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 2-0,Luís Manuel Ferreira de Castro,25,185.00,30.3%,39.4%,21,21,2,45,84,50.7%,47.7%,53.5%,26,10,37,4,37,16.00,34,0,45.5%,3,9,0,56,123,134,117,84,257,7,1,1,0,36.4%,131,2.34,56.9%,37,34,4,8,273,35.6,29.00,-,12.5%,6.3%,25.0%,35.3%,25.7,36.4%,22,35,5
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2k9uw8chd5ol6b9rrw5ftnc44,2026-02-22 15:15:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-3,Luís Manuel Ferreira de Castro,46,85.00,22.6%,25.8%,2,20,6,16,39,15.8%,41.0%,70.9%,24,8,34,8,34,4.00,24,0,53.8%,6,9,0,163,272,108,158,59,380,12,0,0,0,37.6%,105,0.84,58.9%,23,8,3,2,156,32.8,12.00,-,18.8%,12.5%,25.0%,3.2%,23.2,37.6%,5,17,2
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jlhapyjldhvatexkb19ja6fo,2026-02-18 19:00:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 0-1,Luís Manuel Ferreira de Castro,31,141.00,38.7%,41.9%,15,19,4,46,77,56.7%,61.6%,58.9%,35,11,46,2,46,9.00,36,0,55.8%,3,8,0,63,117,139,102,91,256,10,0,0,0,32.8%,159,0.92,52.1%,33,20,7,8,374,37.2,29.00,-,25.0%,4.2%,4.2%,29.3%,30.4,32.8%,16,32,0
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2ggfagcn46v6b5rbqpgdj7das,2026-02-15 17:30:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 0-2,Luís Manuel Ferreira de Castro,10,126.00,21.9%,34.4%,22,7,6,34,46,58.6%,42.1%,54.8%,21,17,37,1,37,5.00,31,0,51.4%,6,8,0,37,88,185,129,107,273,6,0,0,0,32.0%,123,0.61,62.5%,24,18,5,4,286,35.2,14.00,-,24.1%,6.9%,13.8%,26.1%,26.6,32.0%,9,19,2
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cp6ugeg62t6fg02bkkkukums,2026-02-08 15:15:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,L 2-4,Luís Manuel Ferreira de Castro,32,60.00,36.4%,42.4%,17,18,1,28,40,29.0%,56.6%,70.8%,38,8,44,4,44,3.00,26,1,51.9%,9,9,0,97,166,118,116,71,284,13,2,0,0,35.8%,143,0.52,57.8%,21,11,1,3,222,33.1,23.00,-,18.8%,0.0%,25.0%,5.7%,22.3,35.8%,6,17,1
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),26bsh372a4004fxjzg381qgb8,2026-01-31 17:30:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,false,true,LEV,LEV,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,D 0-0,Luís Manuel Ferreira de Castro,25,113.00,32.4%,41.2%,13,18,5,25,55,36.7%,52.5%,59.0%,20,10,33,1,33,5.00,41,0,50.9%,8,7,2,85,155,142,135,77,297,7,0,0,0,30.0%,127,0.37,51.9%,26,18,0,1,305,38.7,16.00,-,26.7%,20.0%,6.7%,22.0%,23.0,30.0%,10,7,0
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),22jwwfu5djp7vwtjkvcujieqc,2026-01-23 20:00:00,4grc9qgcvusllap8h5j6gc5h5,true,false,true,false,false,LEV,LEV,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-2,Luís Manuel Ferreira de Castro,11,183.00,40.9%,50.0%,18,18,10,32,52,51.8%,35.6%,48.1%,22,11,41,5,41,18.00,51,2,52.7%,8,6,0,49,116,167,128,105,282,6,3,0,0,37.8%,124,2.61,52.9%,18,16,0,3,217,36.8,16.00,-,22.2%,33.3%,22.2%,40.2%,19.5,37.8%,26,21,6
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),20p4cff79mu4mto9rpw2sdj4k,2026-01-17 13:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 0-2,Luís Manuel Ferreira de Castro,38,80.00,12.0%,20.0%,10,29,4,31,44,18.8%,43.6%,66.8%,26,9,37,1,37,5.00,28,0,51.8%,2,7,1,127,228,79,145,35,307,20,0,0,0,39.9%,122,0.80,57.9%,23,10,1,0,239,32.3,10.00,-,20.0%,13.3%,20.0%,11.5%,21.3,39.9%,10,4,0
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1wrc3h54fm3azopbuu3iq7b4k,2026-01-11 15:15:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,false,true,LEV,LEV,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,D 1-1,Luís Manuel Ferreira de Castro,29,93.00,38.5%,46.2%,20,15,1,28,55,41.6%,55.5%,65.0%,32,12,45,3,45,7.00,28,0,58.1%,10,4,0,93,158,111,116,60,269,11,1,0,0,31.4%,133,1.11,49.3%,34,16,0,0,319,35.3,16.00,-,28.0%,8.0%,28.0%,34.7%,24.3,31.4%,8,8,2
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1tethtdduidjywarrz3qiyx3o,2026-01-04 13:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,true,false,false,LEV,LEV,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,W 3-0,Luís Manuel Ferreira de Castro,32,80.00,21.4%,32.1%,16,16,1,10,35,26.7%,43.2%,66.6%,14,10,24,1,24,1.00,28,0,51.0%,3,3,0,101,171,135,136,69,306,8,3,0,0,42.8%,122,1.03,62.5%,31,12,2,3,214,38.1,10.00,-,14.3%,7.1%,28.6%,47.0%,25.1,42.8%,6,8,4
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1qr5wncwgktkt7jksvs6m3n6c,2025-12-20 15:15:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,false,true,LEV,LEV,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,D 1-1,Álvaro del Moral,19,133.00,34.4%,37.5%,17,16,3,40,60,48.3%,39.8%,48.7%,21,12,38,4,38,8.00,35,0,54.8%,6,7,0,85,155,156,143,83,311,8,1,0,0,35.8%,125,1.29,51.9%,23,25,1,5,237,30.2,19.00,-,4.2%,8.3%,41.7%,18.8%,26.0,35.8%,13,28,1
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1hp0gvnq8tu7bswk405xa49as,2025-12-08 20:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,L 0-2,Álvaro del Moral,24,182.00,26.5%,38.2%,23,22,6,44,60,55.3%,61.9%,57.4%,36,19,68,6,68,7.00,77,0,47.9%,8,8,0,70,142,116,122,66,258,3,0,0,0,31.6%,169,0.48,56.3%,34,17,2,2,420,37.0,16.00,-,31.0%,10.3%,6.9%,6.8%,23.5,31.6%,11,18,0
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1dxl0z31i0438ti5nrd22dl3o,2025-11-29 17:30:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,L 0-2,Julián Calero,29,103.00,25.7%,28.6%,19,24,2,25,42,46.0%,62.2%,65.6%,32,15,46,4,46,7.00,31,0,50.3%,8,6,0,78,132,126,116,64,258,9,0,0,0,38.3%,158,1.30,57.5%,31,9,3,6,281,32.1,18.00,-,13.0%,13.0%,30.4%,8.5%,20.5,38.3%,11,19,1
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ayj7qyruvkyprfzr6plov4t0,2025-11-21 20:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 0-1,Julián Calero,31,102.00,30.8%,38.5%,12,22,4,35,49,36.0%,44.9%,58.7%,27,14,40,1,40,5.00,29,0,55.5%,7,4,0,101,185,136,138,82,321,7,0,0,0,36.0%,134,0.71,58.3%,27,12,2,1,296,38.0,16.00,-,20.0%,6.7%,20.0%,12.9%,26.6,36.0%,7,9,2
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),14xa2ysiarbslbwcla4hhzqj8,2025-11-08 17:30:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,true,false,LEV,LEV,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 1-3,Julián Calero,60,96.00,34.5%,34.5%,9,14,4,25,18,23.7%,28.1%,60.4%,14,8,29,0,29,4.00,24,1,49.7%,4,7,0,156,204,142,119,71,346,13,1,0,0,43.9%,93,1.06,53.6%,31,8,1,2,142,34.8,20.00,-,20.0%,6.7%,26.7%,8.3%,15.0,43.9%,6,10,3
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),12zi2fz6nuyhye00alaymbms4,2025-11-02 12:00:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,L 1-2,Julián Calero,43,82.00,26.1%,34.8%,10,24,3,28,49,26.5%,46.2%,63.0%,43,14,59,11,59,3.00,26,0,51.1%,7,7,0,120,191,123,143,51,314,12,1,0,0,39.0%,128,1.14,54.8%,25,13,1,3,229,31.3,10.00,-,18.8%,12.5%,25.0%,16.0%,26.0,39.0%,9,14,2
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),zzqopgn9iz38xxwmgsl6ccus,2025-10-26 13:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,false,true,LEV,LEV,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,D 1-1,Julián Calero,28,136.00,31.0%,35.7%,26,28,8,40,36,33.9%,40.5%,58.2%,26,12,42,4,42,8.00,33,0,56.7%,6,16,0,110,201,178,175,94,379,13,1,0,0,45.3%,150,1.89,52.9%,37,12,0,3,146,32.5,21.00,-,29.4%,29.4%,5.9%,34.1%,14.1,45.3%,13,14,4
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),v3lhpsc6pb8pl9l3mu0evqj8,2025-10-19 16:30:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,L 0-3,Julián Calero,10,225.00,42.1%,44.7%,26,14,7,51,43,67.8%,42.9%,40.8%,29,18,49,7,49,10.00,59,0,52.9%,2,8,0,45,82,183,87,133,265,5,0,0,0,34.8%,146,0.91,63.6%,21,15,3,3,240,30.8,29.00,-,32.1%,7.1%,32.1%,7.8%,34.5,34.8%,17,30,1
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),sg2ifrolnrbubiys9n9n8844,2025-10-04 12:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,true,false,false,LEV,LEV,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 2-0,Julián Calero,23,138.00,28.0%,44.0%,17,11,2,30,57,41.1%,43.9%,60.0%,29,12,45,6,45,8.00,33,0,52.9%,4,6,0,72,156,162,156,90,318,10,2,0,0,35.7%,132,1.94,50.0%,36,18,1,1,313,33.1,13.00,-,27.8%,11.1%,11.1%,58.6%,23.4,35.7%,14,10,1
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),n7tx1yzdm3jcvtma21rf6al0,2025-09-27 12:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,false,false,true,LEV,LEV,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,D 1-1,Julián Calero,15,104.00,47.2%,50.0%,20,18,4,21,15,44.9%,47.8%,57.8%,24,6,31,2,31,7.00,28,0,51.4%,6,6,0,54,123,146,138,77,269,11,1,0,0,47.9%,138,1.24,48.1%,44,5,1,3,143,33.7,11.00,-,50.0%,12.5%,6.3%,34.4%,17.5,47.9%,11,11,3
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),jfjnqx2yal5t4pcccve1zg9g,2025-09-23 19:30:00,4grc9qgcvusllap8h5j6gc5h5,true,false,false,true,false,LEV,LEV,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 1-4,Julián Calero,46,96.00,18.2%,18.2%,16,22,1,39,39,29.1%,45.6%,62.2%,30,13,45,2,45,9.00,37,0,56.6%,3,12,0,120,230,143,186,67,373,9,1,0,0,31.7%,132,1.60,55.6%,22,10,3,1,352,32.7,9.00,-,5.3%,10.5%,5.3%,14.6%,18.8,31.7%,11,7,3
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),fo7f0yq3c06q4hrw7vamnnro,2025-09-20 12:00:00,4grc9qgcvusllap8h5j6gc5h5,false,true,true,false,false,LEV,LEV,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,W 4-0,Julián Calero,10,209.00,33.3%,45.8%,15,9,3,73,65,74.0%,56.1%,43.8%,17,14,49,9,49,9.00,63,0,41.1%,3,2,0,37,61,120,76,68,181,5,4,0,0,26.6%,153,2.88,60.6%,20,20,2,1,476,36.4,15.00,-,8.0%,12.0%,4.0%,70.9%,48.3,26.6%,14,15,8
