Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2wafcyp42h9q6jqi5chgfl3x0,2026-03-14 13:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,L 0-3,Ernesto Valverde,15,229.00,33.3%,53.8%,17,19,6,72,80,60.6%,47.1%,48.1%,33,31,86,5,86,18.00,105,0,61.1%,8,9,0,80,137,170,112,115,307,6,0,0,0,30.6%,165,1.85,58.1%,25,23,5,3,398,34.0,12.00,-,20.0%,10.0%,12.5%,8.3%,23.6,30.6%,20,32,2
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2q9tc31q3pa181h1jnjxvfqc4,2026-03-07 20:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,true,false,ATH,ATH,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-1,Ernesto Valverde,13,100.00,27.3%,36.4%,26,14,7,29,37,36.1%,27.1%,53.9%,23,6,36,6,36,7.00,24,0,54.6%,8,7,2,59,142,214,193,104,356,5,0,0,0,38.9%,102,0.85,56.3%,23,14,1,3,147,35.5,18.00,-,20.0%,20.0%,20.0%,19.6%,14.4,38.9%,10,16,3
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2osbe65qugeqj4btj6y4t4pas,2026-02-28 13:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,false,true,ATH,ATH,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,D 1-1,Ernesto Valverde,18,132.00,43.5%,52.2%,18,21,1,33,42,57.3%,46.5%,54.0%,29,17,43,4,43,5.00,40,0,50.5%,5,11,0,56,95,151,86,104,246,7,0,0,1,50.5%,152,0.61,55.6%,29,11,1,7,205,30.5,15.00,-,15.4%,23.1%,15.4%,16.4%,16.3,50.5%,8,25,0
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2jiyipev8f7wvnf4rp16n8n4k,2026-02-20 20:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,true,false,false,ATH,ATH,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 2-1,Ernesto Valverde,9,158.00,31.7%,41.5%,23,26,8,44,65,55.0%,38.7%,50.8%,27,15,46,10,46,13.00,43,0,54.6%,7,8,0,53,125,158,133,97,283,1,2,0,0,39.9%,139,2.97,44.0%,43,18,5,5,250,33.2,18.00,-,22.2%,14.8%,33.3%,42.4%,19.7,39.9%,18,28,6
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2dut8dksy5wicxc8bk1fy582c,2026-02-15 13:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,true,false,false,ATH,ATH,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 2-1,Ernesto Valverde,12,157.00,42.9%,48.6%,19,18,2,32,40,55.2%,39.4%,52.3%,21,13,37,2,37,9.00,50,1,54.5%,9,9,0,48,112,163,138,89,275,9,2,0,0,35.6%,129,1.29,52.4%,37,16,2,2,235,33.9,16.00,-,15.0%,20.0%,25.0%,38.1%,18.3,35.6%,13,19,1
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cp6ugeg62t6fg02bkkkukums,2026-02-08 15:15:00,3czravw89omgc9o4s0w3l1bg5,true,false,true,false,false,ATH,ATH,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 4-2,Ernesto Valverde,12,187.00,16.7%,26.7%,23,15,9,60,88,71.0%,43.4%,45.5%,22,24,61,9,61,15.00,79,0,60.0%,6,8,0,36,90,161,120,95,251,4,2,0,2,28.3%,142,2.08,48.3%,29,29,3,2,408,35.1,20.00,-,10.0%,6.7%,10.0%,84.5%,27.5,28.3%,22,16,5
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),288lesgslzcbljs163839jl04,2026-02-01 20:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,false,true,ATH,ATH,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,D 1-1,Ernesto Valverde,10,240.00,46.8%,55.3%,23,15,9,70,62,71.3%,37.8%,34.0%,21,30,51,8,51,11.00,77,0,51.1%,6,6,0,47,84,198,101,134,282,4,1,0,0,36.3%,153,0.97,54.5%,26,27,8,5,324,39.7,25.00,-,31.0%,19.0%,14.3%,20.6%,26.6,36.3%,19,31,1
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),25kz3clipo3v4d1gp3m23n5ec,2026-01-24 17:30:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,L 1-2,Ernesto Valverde,21,186.00,35.0%,40.0%,23,14,4,45,39,67.5%,39.6%,48.6%,31,19,58,4,58,11.00,57,0,45.4%,6,11,0,44,91,162,104,105,253,7,1,0,0,45.5%,163,2.14,64.1%,41,13,3,4,223,36.6,14.00,-,22.2%,18.5%,14.8%,14.9%,20.4,45.5%,15,24,3
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1zyd1rcyvotux5kjh936dehp0,2026-01-17 15:15:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,L 2-3,Ernesto Valverde,18,199.00,46.8%,53.2%,24,13,5,65,46,68.8%,36.5%,45.4%,37,21,58,4,58,16.00,59,0,57.7%,16,9,1,45,92,215,108,154,307,6,2,0,0,36.7%,159,2.08,44.6%,26,18,4,5,237,36.1,16.00,-,26.7%,3.3%,10.0%,17.4%,19.6,36.7%,21,26,4
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1r4k8mooxohtqr7vzjm29hul0,2026-01-03 15:15:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,false,true,ATH,ATH,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,D 1-1,Ernesto Valverde,15,177.00,24.4%,40.0%,27,9,6,57,66,72.1%,37.9%,43.1%,28,11,48,7,48,8.00,69,1,58.2%,7,6,0,46,92,204,131,119,296,6,1,0,0,36.0%,151,1.46,53.8%,23,22,1,5,321,32.2,27.00,-,25.0%,12.5%,32.5%,15.3%,22.7,36.0%,16,27,2
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1pmmfccm8cfhw6hua3w0gz28k,2025-12-22 20:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,true,false,ATH,ATH,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,L 1-2,Ernesto Valverde,13,221.00,31.3%,46.9%,32,15,5,67,113,72.3%,57.1%,43.1%,32,19,57,1,57,10.00,80,1,42.4%,7,3,0,39,95,123,114,65,218,7,1,0,0,30.6%,161,1.59,39.2%,29,41,6,5,456,35.2,25.00,-,15.9%,2.3%,15.9%,34.8%,22.0,30.6%,17,33,2
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jz2ik6i4oz41zqr2od8yiwb8,2025-12-14 15:15:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,L 0-2,Ernesto Valverde,11,176.00,41.0%,53.8%,36,17,6,53,84,64.5%,39.7%,45.7%,47,28,102,9,102,8.00,78,0,46.1%,7,11,1,35,95,169,110,119,264,3,0,0,0,28.3%,139,1.61,56.5%,21,36,3,3,409,33.0,17.00,-,9.1%,9.1%,15.2%,17.6%,23.2,28.3%,14,25,2
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1j6l9nsawkrpvmlpb5fprga38,2025-12-06 20:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,true,false,false,ATH,ATH,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,W 1-0,Ernesto Valverde,14,151.00,33.3%,35.9%,30,14,7,48,50,52.4%,38.3%,50.6%,30,18,50,3,50,11.00,41,0,46.3%,6,8,0,57,121,199,146,117,320,8,1,0,0,39.6%,153,1.15,50.0%,32,21,4,1,277,34.7,20.00,-,10.3%,10.3%,24.1%,38.2%,16.9,39.6%,14,19,2
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ximrnsi0rfciohtjk242p1jo,2025-12-03 18:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,true,false,ATH,ATH,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 0-3,Ernesto Valverde,24,174.00,38.9%,52.8%,22,19,7,47,52,49.7%,29.6%,44.1%,21,13,35,2,35,6.00,51,0,59.3%,6,6,1,86,152,228,150,144,380,2,0,0,0,36.0%,135,1.04,35.7%,26,19,2,3,293,31.4,21.00,-,33.3%,8.3%,12.5%,9.2%,17.5,36.0%,9,21,2
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1dxl0z31i0438ti5nrd22dl3o,2025-11-29 17:30:00,3czravw89omgc9o4s0w3l1bg5,false,true,true,false,false,ATH,ATH,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 2-0,Ernesto Valverde,13,155.00,29.5%,34.1%,30,20,7,37,35,54.0%,37.8%,51.1%,32,14,55,7,55,10.00,39,1,50.5%,12,4,0,52,107,190,145,100,297,9,2,0,0,46.4%,148,2.90,48.5%,38,22,0,2,232,35.0,22.00,-,28.0%,12.0%,32.0%,77.1%,18.6,46.4%,14,19,4
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1a7radhhole7vfnciarzauq6s,2025-11-22 15:15:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-4,Ernesto Valverde,39,116.00,7.4%,18.5%,14,19,6,40,42,33.8%,31.7%,55.1%,25,12,47,8,47,12.00,30,0,54.4%,3,7,0,98,170,194,170,96,364,7,0,0,0,37.5%,119,0.89,42.9%,22,11,1,1,225,33.3,15.00,-,0.0%,10.0%,35.0%,5.6%,18.0,37.5%,13,19,2
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),14ia91hr21lnjto1f2uga5f6c,2025-11-09 13:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,true,false,false,ATH,ATH,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 1-0,Ernesto Valverde,8,181.00,36.7%,46.7%,25,7,11,60,49,62.6%,39.5%,50.6%,27,17,50,8,50,14.00,50,0,52.2%,11,10,1,36,93,204,125,136,297,6,0,1,0,34.1%,142,1.70,58.0%,26,15,0,4,326,35.6,21.00,-,13.8%,17.2%,13.8%,72.2%,19.8,34.1%,21,23,5
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),12lophscpllg367yx7yn0mpec,2025-11-01 17:30:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,L 2-3,Ernesto Valverde,16,115.00,29.0%,38.7%,18,13,2,35,29,50.1%,48.2%,56.9%,26,9,46,3,46,7.00,39,0,54.4%,2,4,0,62,121,126,113,72,247,5,2,0,0,39.5%,141,1.00,60.8%,46,8,1,4,233,28.4,12.00,-,8.7%,21.7%,13.0%,14.7%,18.3,39.5%,11,14,2
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),10d1132abu0fa9xolj05top3o,2025-10-25 16:30:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,true,false,ATH,ATH,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,L 0-1,Ernesto Valverde,21,113.00,35.3%,47.1%,15,26,3,38,55,46.0%,63.0%,64.1%,42,18,65,3,65,4.00,37,0,54.6%,6,4,0,83,144,118,117,62,262,3,0,0,0,38.4%,167,0.39,57.3%,38,17,2,2,205,31.7,22.00,-,20.8%,16.7%,8.3%,29.5%,17.5,38.4%,7,12,0
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),vgz6kc0y9dz9ecnnqulzb578,2025-10-19 12:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,false,true,ATH,ATH,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 0-0,Ernesto Valverde,30,110.00,13.2%,23.7%,21,12,3,18,32,34.3%,30.0%,58.0%,26,16,37,4,37,3.00,28,0,48.6%,5,6,0,86,161,178,148,105,339,6,0,0,0,40.6%,110,0.25,55.8%,24,14,1,4,133,33.3,13.00,-,20.8%,12.5%,20.8%,11.1%,16.9,40.6%,4,9,0
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),pt81qdbd7pkbnnkpq246rtw4,2025-10-04 16:30:00,3czravw89omgc9o4s0w3l1bg5,true,false,true,false,false,ATH,ATH,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 2-1,Ernesto Valverde,7,223.00,26.3%,39.5%,19,13,8,49,63,65.8%,40.3%,41.0%,38,26,75,4,75,12.00,77,0,50.0%,3,11,0,40,88,179,134,93,267,5,2,0,0,30.1%,133,2.05,47.7%,23,19,4,5,271,34.6,27.00,-,25.7%,11.4%,8.6%,77.3%,29.8,30.1%,18,29,2
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),obyek5fw1lg9l72jn8omr4lw,2025-09-27 19:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 0-1,Jon Aspiazu,23,202.00,44.2%,55.8%,15,13,3,61,57,64.7%,51.2%,46.9%,31,18,74,3,74,9.00,67,0,52.7%,5,8,0,78,113,127,78,84,240,9,0,0,0,29.6%,150,1.44,44.2%,19,16,5,3,383,36.6,17.00,-,23.3%,6.7%,3.3%,23.7%,25.8,29.6%,16,30,2
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ib901b3xp60cmvf9jmlupqtw,2025-09-23 17:00:00,3czravw89omgc9o4s0w3l1bg5,true,false,false,false,true,ATH,ATH,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,D 1-1,Jon Aspiazu,9,269.00,34.8%,50.0%,31,17,8,84,111,83.2%,51.9%,39.3%,25,35,82,6,82,10.00,100,1,38.2%,10,5,0,26,53,172,100,99,225,3,1,0,0,26.5%,159,1.46,65.2%,28,38,7,2,362,36.8,18.00,-,26.7%,8.9%,11.1%,34.0%,28.8,26.5%,17,40,4
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),g1dat3xp3jfi5wvyc0njidxw,2025-09-20 19:00:00,3czravw89omgc9o4s0w3l1bg5,false,true,false,true,false,ATH,ATH,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 0-2,Jon Aspiazu,21,175.00,46.5%,58.1%,28,15,5,59,55,65.9%,46.7%,44.1%,43,36,87,6,87,5.00,60,0,56.9%,5,6,0,70,113,153,102,94,266,7,0,0,0,35.2%,171,0.49,56.0%,26,19,3,4,329,36.3,15.00,-,21.2%,15.2%,18.2%,27.6%,27.3,35.2%,11,24,0
