Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2usu4a3m9ufgguju2iqilurys,2026-03-14 15:15:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 0-1,José Bordalás,24,112.00,28.9%,36.8%,25,22,3,21,43,41.3%,31.5%,51.0%,19,9,39,3,39,4.00,39,0,47.4%,12,8,0,83,148,177,153,89,325,13,0,0,0,47.9%,137,1.27,45.8%,24,17,2,5,196,35.7,23.00,-,37.5%,6.3%,12.5%,4.9%,13.9,47.9%,7,13,3
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2s67ol8ci5kpjktfuw80c58gk,2026-03-08 16:15:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,W 2-0,José Bordalás,18,105.00,46.2%,51.3%,17,15,1,23,12,31.9%,28.3%,50.8%,12,13,30,5,30,4.00,25,0,50.9%,9,6,0,81,178,126,158,65,304,12,1,0,1,54.7%,123,0.41,52.5%,28,4,2,1,106,36.1,10.00,-,33.3%,33.3%,11.1%,71.5%,18.5,54.7%,9,11,2
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2m4sef2l4im49rda90k3p41lg,2026-03-02 20:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,true,false,false,GET,GET,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,W 1-0,José Bordalás,34,85.00,26.3%,36.8%,16,16,2,26,24,20.0%,28.2%,59.3%,14,7,25,4,25,5.00,21,0,60.1%,5,10,0,146,246,116,152,64,362,11,1,0,0,54.0%,108,0.48,45.9%,27,10,0,2,125,30.1,12.00,-,28.6%,14.3%,21.4%,31.5%,18.7,54.0%,9,9,0
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2hktnqo0d8lx8h65s2ac67ac4,2026-02-22 13:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,L 0-1,José Bordalás,8,83.00,38.9%,50.0%,13,25,0,14,33,33.2%,31.3%,58.9%,19,6,28,1,28,5.00,21,0,57.8%,9,9,0,63,152,133,148,74,285,7,0,0,0,53.8%,121,0.30,60.7%,20,11,1,7,109,37.2,14.00,-,25.0%,37.5%,25.0%,17.1%,16.8,53.8%,6,16,0
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2g2ynxffaiw8no1j61y45vvh0,2026-02-14 15:15:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,W 2-1,Patricio Moreno Ruiz,20,124.00,32.5%,42.5%,10,15,4,22,30,46.8%,41.1%,57.6%,21,11,35,5,35,1.00,21,1,55.3%,13,5,0,52,100,126,107,67,226,9,2,0,0,43.4%,116,1.50,71.2%,42,13,2,2,168,33.4,16.00,-,19.0%,4.8%,33.3%,70.6%,18.8,43.4%,5,18,2
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2cbrliiyprq7a205rp3w1qz9w,2026-02-08 13:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,true,false,false,GET,GET,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 2-0,José Bordalás,19,136.00,32.5%,45.0%,19,19,6,36,31,43.7%,38.3%,52.5%,23,14,41,2,41,10.00,32,0,60.7%,10,8,2,65,151,193,184,95,344,10,2,0,0,49.3%,135,1.91,56.8%,45,14,1,2,176,37.4,23.00,-,30.0%,15.0%,20.0%,46.8%,20.3,49.3%,17,12,2
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),272epdgf25skn7iaizs21mzh0,2026-02-01 17:30:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,false,true,GET,GET,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,D 0-0,José Bordalás,14,106.00,20.7%,27.6%,20,15,2,22,28,40.9%,36.8%,53.1%,27,9,54,8,54,6.00,24,0,56.6%,11,4,0,73,156,148,159,72,304,5,0,0,0,34.6%,113,0.43,59.6%,20,11,2,2,160,34.7,9.00,-,21.4%,7.1%,28.6%,36.1%,20.9,34.6%,9,18,0
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),23c7lgceh27fdelyfo5a4ygwk,2026-01-26 20:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,false,true,GET,GET,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,D 1-1,José Bordalás,22,84.00,28.9%,28.9%,15,24,2,25,27,25.7%,37.6%,59.0%,30,11,43,4,43,6.00,30,0,57.7%,7,6,0,139,227,115,146,57,342,8,1,0,0,42.7%,117,1.15,64.9%,36,10,2,0,144,37.0,11.00,-,29.4%,23.5%,23.5%,38.9%,16.7,42.7%,8,8,2
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1yshj5s9yj440ar0xld31xxqs,2026-01-18 13:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 0-1,José Bordalás,19,171.00,50.0%,55.6%,15,11,7,38,38,61.4%,48.4%,46.3%,14,9,37,1,37,10.00,41,0,61.9%,7,4,0,73,108,141,89,87,249,5,0,0,0,43.6%,152,0.62,60.6%,42,12,5,11,254,36.9,9.00,-,36.0%,16.0%,24.0%,37.7%,25.5,43.6%,14,40,0
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1xweeu166hhelv9hh9l8lnpjo,2026-01-09 20:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,L 1-2,José Bordalás,20,81.00,31.6%,42.1%,17,31,3,26,32,41.4%,43.7%,59.9%,33,14,45,2,45,6.00,27,0,53.1%,4,4,0,102,170,135,135,68,305,9,1,0,0,46.4%,153,0.27,57.4%,37,11,2,4,178,34.9,21.00,-,30.0%,10.0%,25.0%,15.7%,16.8,46.4%,6,13,1
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1sm9e25y9tbcyvop5fmwgz8k4,2026-01-02 20:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,false,true,GET,GET,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,D 1-1,José Bordalás,14,133.00,48.8%,65.9%,21,13,2,34,19,48.9%,35.9%,50.9%,32,10,50,3,50,9.00,52,0,48.6%,7,2,0,53,141,157,153,92,298,11,1,0,0,48.0%,144,0.65,56.9%,38,3,1,7,160,37.3,13.00,-,38.1%,4.8%,23.8%,10.9%,15.7,48.0%,12,17,1
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1q09wu5t41r3rdtsv757pyf4k,2025-12-21 20:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 0-4,José Bordalás,24,174.00,29.4%,41.2%,14,15,6,41,48,57.6%,46.6%,47.6%,25,11,51,5,51,10.00,33,0,55.1%,8,2,0,76,119,141,98,86,260,7,0,0,0,40.5%,158,1.42,54.4%,25,10,2,5,286,35.0,13.00,-,22.6%,0.0%,25.8%,8.7%,28.4,40.5%,15,28,1
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1l3ezfcz5pfa7eixz6hnfmj9w,2025-12-13 20:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,L 0-1,José Bordalás,16,157.00,46.0%,52.0%,22,18,4,41,38,72.3%,45.2%,48.2%,35,14,53,3,53,7.00,42,0,46.0%,6,8,0,29,62,140,73,100,202,3,0,0,0,41.9%,161,0.23,61.1%,21,11,5,6,207,34.6,19.00,-,23.3%,6.7%,13.3%,18.7%,17.5,41.9%,11,27,0
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1hbkc2pl94wmoej46f3izy4gk,2025-12-06 13:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 0-2,José Bordalás,28,101.00,31.0%,38.1%,11,21,2,26,31,38.3%,37.8%,53.6%,23,17,40,0,40,3.00,39,0,49.1%,12,5,1,83,147,146,124,86,293,5,0,0,0,47.0%,147,0.28,60.3%,30,12,2,2,183,36.8,17.00,-,47.1%,17.6%,11.8%,11.8%,20.4,47.0%,6,11,0
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1eq00zu9dngz36evkyw20uw44,2025-11-28 20:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 1-0,José Bordalás,15,125.00,33.3%,44.4%,20,15,6,26,32,42.0%,27.9%,42.0%,17,12,35,2,35,7.00,37,0,55.8%,15,7,0,77,154,191,165,103,345,6,1,0,0,45.0%,116,1.06,62.8%,18,12,4,3,147,39.2,10.00,-,42.1%,15.8%,10.5%,52.0%,18.6,45.0%,15,20,1
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1al4jq2l4mkefxzf7iqmiledw,2025-11-23 17:30:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 0-1,José Bordalás,23,173.00,40.0%,60.0%,19,10,8,37,26,50.7%,33.6%,46.0%,23,12,43,6,43,6.00,46,0,61.3%,7,9,1,87,147,158,128,90,305,5,0,0,0,47.0%,141,0.57,46.7%,23,8,4,4,168,37.2,15.00,-,31.8%,13.6%,22.7%,21.7%,22.6,47.0%,9,32,1
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),17kbnro1phdt3xdaadluy52j8,2025-11-09 17:30:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,L 0-1,José Bordalás,15,218.00,59.0%,69.2%,21,20,2,54,58,70.2%,50.3%,42.4%,16,15,44,4,44,8.00,63,0,53.0%,6,6,0,61,109,161,94,115,270,2,0,0,0,35.4%,138,0.75,66.2%,42,21,7,5,278,31.8,22.00,-,22.2%,8.3%,11.1%,10.3%,26.3,35.4%,14,46,2
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),11uxeay5z2isuekqd9fq0usyc,2025-10-31 20:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,W 2-1,José Bordalás,10,171.00,42.9%,50.0%,26,10,6,30,32,59.7%,29.1%,39.3%,22,19,48,6,48,4.00,44,1,38.9%,7,6,0,35,81,221,124,143,302,5,2,0,0,47.0%,116,0.88,50.0%,26,16,5,1,160,36.1,17.00,-,45.5%,4.5%,22.7%,46.2%,21.0,47.0%,12,29,2
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),10d1132abu0fa9xolj05top3o,2025-10-25 16:30:00,1n1j0wsl763lq7ee1k0c11c02,false,true,true,false,false,GET,GET,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 1-0,José Bordalás,10,152.00,35.0%,51.7%,25,16,7,36,22,54.0%,37.0%,50.0%,30,13,54,7,54,1.00,39,0,55.8%,13,9,0,63,131,234,168,134,365,5,1,0,0,49.2%,159,0.93,64.7%,44,5,9,3,127,37.8,20.00,-,58.3%,8.3%,16.7%,38.8%,20.2,49.2%,8,27,2
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),uoe12e3coa1i9fov19pdukus,2025-10-19 19:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,true,false,GET,GET,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 0-1,José Bordalás,35,61.00,25.0%,33.3%,16,22,0,14,13,17.8%,31.0%,65.8%,14,11,19,0,19,4.00,19,0,49.1%,5,11,0,115,210,154,164,85,364,10,0,0,0,55.2%,107,0.60,40.9%,24,5,2,3,73,30.8,12.00,-,37.5%,0.0%,50.0%,18.3%,12.4,55.2%,7,8,1
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),s2odkp4oybdaqou9lx1fd6ok,2025-10-03 19:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,L 1-2,José Bordalás,16,151.00,27.8%,47.2%,21,22,5,33,33,53.1%,34.6%,49.0%,18,13,37,6,37,5.00,31,1,51.2%,7,3,0,65,121,190,153,93,311,8,1,0,0,48.0%,153,0.86,55.7%,33,11,2,6,155,37.5,11.00,-,31.8%,0.0%,27.3%,32.5%,18.8,48.0%,6,22,2
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),n7tx1yzdm3jcvtma21rf6al0,2025-09-27 12:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,false,true,GET,GET,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,D 1-1,José Bordalás,15,105.00,31.3%,46.9%,18,17,1,21,31,55.1%,52.2%,57.9%,25,10,31,4,31,5.00,20,0,53.8%,6,11,1,56,118,128,126,64,246,15,1,0,0,44.2%,145,0.55,57.7%,40,9,4,3,164,33.8,18.00,-,22.7%,4.5%,27.3%,24.5%,19.0,44.2%,11,23,2
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),k7c27bcujfnarux79y4ike1g,2025-09-24 17:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,false,false,true,GET,GET,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,D 1-1,José Bordalás,15,99.00,36.8%,44.7%,19,14,2,33,36,54.7%,39.1%,51.0%,21,16,41,4,41,5.00,29,0,53.5%,5,8,0,69,127,148,143,63,275,4,1,0,0,40.8%,124,0.26,57.9%,48,15,4,2,160,35.9,15.00,-,33.3%,3.3%,23.3%,29.5%,15.9,40.8%,7,13,1
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ekk0usjk6blgzpziu4ho01zo,2025-09-21 19:00:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-3,José Bordalás,22,88.00,31.6%,42.1%,20,23,0,26,24,25.0%,35.0%,56.5%,21,8,37,5,37,1.00,14,0,56.0%,10,6,0,139,243,173,185,92,416,8,0,0,0,41.7%,125,0.24,56.5%,25,10,1,0,132,38.0,12.00,-,31.3%,6.3%,37.5%,5.0%,17.2,41.7%,3,9,0
35,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),cdmj53c561vyvy44s5q32p04,2025-09-13 12:00:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 2-0,José Bordalás,7,146.00,38.1%,52.4%,22,12,6,26,50,59.3%,38.7%,45.7%,19,10,39,3,39,5.00,39,1,49.0%,4,7,0,47,86,149,97,91,235,3,2,0,0,33.6%,115,0.75,58.0%,20,14,4,3,256,35.3,10.00,-,31.3%,0.0%,12.5%,70.0%,29.4,33.6%,10,22,2
