Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2usu4a3m9ufgguju2iqilurys,2026-03-14 15:15:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 1-0,Diego Simeone,18,175.00,35.1%,51.4%,35,19,5,62,67,58.7%,68.5%,58.9%,24,12,46,9,46,12.00,57,1,59.8%,8,10,1,67,133,107,109,64,240,4,0,1,0,31.6%,175,1.63,59.7%,49,22,0,3,380,31.0,20.00,-,13.8%,17.2%,17.2%,84.1%,26.1,31.6%,16,14,4
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2qn6lwhn5o37o0hl1unj5hl3o,2026-03-07 17:30:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,W 3-2,Diego Simeone,10,263.00,44.8%,58.6%,29,10,9,70,53,62.0%,42.8%,42.7%,22,26,66,9,66,18.00,88,1,52.5%,8,9,0,62,128,186,148,104,314,9,3,0,0,31.1%,151,2.31,50.0%,37,22,1,5,305,34.3,11.00,-,7.9%,13.2%,31.6%,55.5%,24.3,31.1%,24,28,6
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2ldv2nafpzvwhdympdp0rff9w,2026-02-28 20:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,true,false,false,ATM,ATM,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 1-0,Diego Simeone,19,193.00,40.0%,48.6%,20,18,5,67,80,66.9%,57.2%,50.9%,42,22,78,3,78,11.00,97,0,56.9%,8,5,0,66,109,124,90,77,233,14,1,0,0,31.2%,188,0.75,58.2%,28,28,1,2,423,32.3,26.00,-,7.5%,20.0%,7.5%,25.7%,28.4,31.2%,12,12,1
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2jwf7cpzm72lrajndbtk03das,2026-02-21 20:00:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,W 4-2,Diego Simeone,14,213.00,47.2%,55.6%,28,18,2,82,113,65.2%,56.9%,46.9%,40,21,87,9,87,11.00,74,1,59.3%,4,7,0,64,126,154,133,83,280,4,4,0,0,29.5%,195,3.12,64.3%,21,36,3,3,500,33.9,12.00,-,9.5%,7.1%,4.8%,67.5%,30.6,29.5%,18,24,5
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2e85uzw4i0hdq9tlf0m02mo7o,2026-02-15 15:15:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,true,false,ATM,ATM,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,L 0-3,Diego Simeone,18,158.00,35.0%,45.0%,18,12,1,54,96,64.3%,55.4%,54.7%,32,19,58,10,58,6.00,63,0,46.7%,8,10,0,56,104,150,107,91,254,5,0,0,0,31.5%,153,0.70,54.2%,17,30,5,2,401,31.3,20.00,-,11.8%,8.8%,17.6%,10.3%,24.8,31.5%,9,36,1
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2d48hhckok4yi8bluy55trf2s,2026-02-08 17:30:00,4ku8o6uf87yd8iecdalipo6wd,true,false,false,true,false,ATM,ATM,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 0-1,Diego Simeone,5,261.00,31.0%,40.5%,26,19,4,97,108,76.8%,51.3%,36.8%,15,26,59,7,59,8.00,131,0,51.9%,7,7,0,42,89,159,105,101,248,5,0,0,0,25.4%,172,0.67,53.3%,19,24,2,2,503,37.1,20.00,-,26.7%,6.7%,11.1%,25.3%,34.6,25.4%,10,24,1
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),26bsh372a4004fxjzg381qgb8,2026-01-31 17:30:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,false,true,ATM,ATM,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,D 0-0,Diego Simeone,11,167.00,30.0%,33.3%,16,19,8,54,58,63.3%,47.5%,50.1%,25,23,62,7,62,9.00,69,0,56.6%,3,6,0,64,126,147,126,83,273,6,0,0,0,30.3%,155,0.99,68.6%,40,17,3,0,326,30.6,10.00,-,4.2%,4.2%,25.0%,31.0%,24.9,30.3%,10,17,0
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),24tv2ajrcwbqaq46kxd54mgpg,2026-01-25 13:00:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 3-0,Diego Simeone,7,246.00,48.1%,63.0%,25,17,2,71,73,65.1%,56.8%,45.2%,31,23,75,7,75,10.00,72,0,50.6%,2,11,1,45,115,144,118,96,259,8,3,0,0,29.0%,163,1.48,58.8%,45,21,3,2,439,32.7,17.00,-,12.5%,12.5%,3.1%,77.8%,31.1,29.0%,17,28,1
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1zkz16jzrxddg9c05edk2znys,2026-01-18 15:15:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 1-0,Diego Simeone,9,241.00,25.0%,41.7%,27,18,4,64,77,58.4%,49.8%,46.2%,29,19,67,9,67,17.00,87,0,49.6%,5,4,0,60,131,159,148,82,290,10,1,0,0,29.7%,165,1.78,60.7%,40,31,1,5,420,33.6,15.00,-,13.9%,13.9%,11.1%,68.5%,26.3,29.7%,23,23,4
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1rhyonqt5a171xvtvluwo5p1w,2026-01-04 20:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,false,true,ATM,ATM,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,D 1-1,Diego Simeone,25,137.00,31.8%,40.9%,14,16,2,41,53,45.9%,60.5%,64.5%,45,13,63,2,63,7.00,55,0,55.6%,11,4,0,99,157,114,119,53,271,11,1,0,0,31.8%,161,1.22,48.1%,29,22,4,2,373,32.2,19.00,-,25.9%,11.1%,7.4%,25.7%,23.3,31.8%,10,20,3
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1o35rsofsxiepozlbmke0wduc,2025-12-21 13:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,true,false,false,ATM,ATM,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,W 3-0,Diego Simeone,14,191.00,24.1%,27.6%,16,26,5,53,80,51.0%,47.4%,53.3%,39,21,69,12,69,10.00,66,1,54.8%,8,2,0,92,154,161,111,112,315,6,2,1,0,29.1%,148,0.90,62.2%,25,34,2,1,313,32.8,12.00,-,8.6%,5.7%,22.9%,69.0%,26.1,29.1%,14,15,2
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1mlai6ycmblrejdaxysomfw2c,2025-12-13 13:00:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,W 2-1,Diego Simeone,21,156.00,30.8%,34.6%,23,23,6,41,55,46.5%,45.8%,51.6%,24,13,50,6,50,7.00,41,0,56.4%,6,9,0,92,174,148,165,64,321,5,2,0,0,33.8%,151,1.01,58.7%,36,16,1,3,307,31.5,13.00,-,16.7%,16.7%,20.8%,62.6%,22.1,33.8%,10,18,4
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1j6l9nsawkrpvmlpb5fprga38,2025-12-06 20:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,true,false,ATM,ATM,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,L 0-1,Diego Simeone,25,123.00,37.5%,46.9%,16,18,1,37,65,47.6%,61.7%,63.9%,42,13,59,3,59,6.00,31,0,55.6%,7,9,0,84,144,132,120,72,276,12,0,0,0,32.4%,158,0.69,57.5%,37,12,2,2,328,32.2,23.00,-,16.0%,20.0%,4.0%,21.8%,22.5,32.4%,7,17,2
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1v9qqviahmnia4ewmzd4aejv8,2025-12-02 20:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,true,false,ATM,ATM,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 1-3,Diego Simeone,37,124.00,25.8%,35.5%,18,18,2,32,47,40.1%,44.4%,57.4%,39,15,55,9,55,5.00,34,0,57.1%,7,6,0,112,178,163,155,73,340,14,1,0,0,32.0%,125,0.98,48.3%,24,9,5,5,217,34.2,23.00,-,31.8%,4.5%,13.6%,12.9%,23.2,32.0%,7,22,4
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1f3hreqlw5s8sg03041v1ecyc,2025-11-29 20:00:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 2-0,Diego Simeone,16,187.00,26.7%,40.0%,16,21,4,65,73,55.0%,50.5%,49.1%,33,20,67,9,67,8.00,69,1,59.0%,4,7,0,85,156,137,135,73,293,10,2,0,0,25.3%,135,1.93,46.9%,26,25,4,2,404,33.4,18.00,-,0.0%,16.7%,6.7%,85.0%,26.2,25.3%,14,19,4
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1al4jq2l4mkefxzf7iqmiledw,2025-11-23 17:30:00,4ku8o6uf87yd8iecdalipo6wd,false,true,true,false,false,ATM,ATM,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 1-0,Diego Simeone,19,142.00,41.7%,45.8%,17,20,4,60,63,49.3%,66.4%,59.7%,36,18,62,5,62,12.00,40,0,59.0%,8,1,0,102,154,85,92,45,239,8,1,0,0,35.5%,158,0.99,51.9%,48,21,5,0,327,31.7,22.00,-,10.3%,10.3%,17.2%,44.3%,23.8,35.5%,13,23,2
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),14xa2ysiarbslbwcla4hhzqj8,2025-11-08 17:30:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 3-1,Diego Simeone,13,314.00,64.0%,68.0%,17,15,6,91,92,76.3%,71.9%,46.6%,32,26,81,12,81,20.00,97,1,56.3%,3,5,1,54,90,100,68,68,190,4,3,0,0,28.3%,178,2.92,52.6%,29,26,3,2,496,31.5,20.00,-,12.5%,5.0%,20.0%,74.0%,40.1,28.3%,25,40,4
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),10qg7chtpoj0knqnvx2oduot0,2025-11-01 15:15:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,W 3-0,Diego Simeone,10,170.00,30.6%,47.2%,16,20,9,48,57,46.8%,47.9%,55.2%,47,23,93,16,93,12.00,49,2,48.4%,11,7,0,59,118,156,120,95,274,6,3,0,0,33.3%,153,3.53,60.0%,31,17,2,1,319,32.5,18.00,-,7.7%,7.7%,15.4%,57.9%,29.0,33.3%,15,25,6
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ygjm4bbtl6jbrz9gsd661vys,2025-10-27 20:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,true,false,false,ATM,ATM,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,W 2-0,Diego Simeone,22,95.00,25.0%,28.1%,16,21,2,30,36,26.9%,57.1%,69.9%,48,6,60,4,60,3.00,26,0,50.0%,3,2,0,161,218,95,97,55,313,12,1,1,0,36.3%,153,0.60,49.5%,40,13,0,0,328,32.4,19.00,-,23.8%,19.0%,9.5%,71.2%,19.7,36.3%,9,6,1
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),tk5mkd96dh3cu38pb2k286qc,2025-10-18 19:00:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,W 1-0,Diego Simeone,20,192.00,36.4%,45.5%,21,22,5,71,67,61.9%,54.7%,49.5%,37,15,72,7,72,9.00,85,1,49.5%,6,6,0,50,114,126,108,82,240,5,1,0,0,29.5%,156,2.58,59.7%,37,27,1,3,351,33.1,17.00,-,12.5%,18.8%,12.5%,63.2%,25.6,29.5%,18,18,5
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),qys0flp8cpyb6p1fsjh7d1xw,2025-10-05 19:00:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,false,true,ATM,ATM,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,D 1-1,Diego Simeone,29,138.00,28.0%,32.0%,9,25,3,35,51,29.8%,55.2%,59.8%,60,12,81,6,81,6.00,58,0,43.8%,3,8,0,155,240,110,135,60,350,14,1,0,0,32.1%,161,0.38,55.4%,21,15,1,1,373,34.3,13.00,-,20.0%,10.0%,15.0%,31.3%,23.9,32.1%,6,8,1
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),m3rr5kwhsu6s770ey69xad5g,2025-09-27 14:15:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,W 5-2,Diego Simeone,13,119.00,39.3%,50.0%,11,18,2,26,40,32.1%,44.2%,54.4%,20,17,38,7,38,7.00,25,0,48.5%,5,5,0,80,165,107,131,61,272,7,4,1,0,38.9%,119,2.34,47.4%,20,16,4,4,155,30.5,12.00,-,26.1%,4.3%,17.4%,62.6%,20.7,38.9%,13,23,6
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ioo3djrnoe5kcc2n7mypzbis,2025-09-24 19:30:00,4ku8o6uf87yd8iecdalipo6wd,true,false,true,false,false,ATM,ATM,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,W 3-2,Diego Simeone,16,239.00,30.8%,46.2%,28,13,5,58,102,68.8%,53.2%,46.0%,30,19,77,14,77,15.00,72,1,52.8%,4,9,0,47,111,152,131,85,263,9,3,0,0,29.4%,170,3.61,61.7%,23,38,3,2,508,30.5,25.00,-,13.3%,6.7%,20.0%,56.7%,27.1,29.4%,20,24,7
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),gg5bnkuq3inqnecavarjo3dg,2025-09-21 14:15:00,4ku8o6uf87yd8iecdalipo6wd,false,true,false,false,true,ATM,ATM,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,D 1-1,Diego Simeone,15,235.00,39.3%,50.0%,20,13,5,86,70,62.6%,50.8%,39.9%,25,34,82,5,82,8.00,98,0,54.4%,5,5,0,81,134,113,100,66,247,6,1,0,0,29.1%,160,2.26,51.7%,32,29,2,0,431,33.5,16.00,-,24.2%,3.0%,12.1%,43.8%,31.6,29.1%,12,22,4
