Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2uf6893vxahtyej21o0yj2vbo,2026-03-15 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,W 3-1,Pellegrino Matarazzo,21,137.00,25.8%,35.5%,16,20,9,46,42,48.7%,49.9%,54.5%,38,14,67,4,67,10.00,37,1,55.3%,3,12,0,94,128,152,101,85,280,8,2,1,0,36.4%,167,2.13,42.9%,25,12,0,2,310,30.9,14.00,-,20.0%,10.0%,25.0%,82.5%,25.9,36.4%,14,10,3
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2qn6lwhn5o37o0hl1unj5hl3o,2026-03-07 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,true,false,RSO,RSO,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 2-3,Pellegrino Matarazzo,55,118.00,30.8%,46.2%,15,20,3,42,45,38.0%,57.2%,62.0%,39,14,58,2,58,3.00,55,0,55.5%,3,5,0,146,206,122,109,73,328,18,2,0,0,35.9%,166,0.42,49.3%,35,9,0,0,314,33.2,19.00,-,12.5%,12.5%,31.3%,13.4%,19.7,35.9%,7,5,0
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2o1qezfdq50juhi4b82nyesk4,2026-02-28 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,true,false,false,RSO,RSO,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 1-0,Pellegrino Matarazzo,15,141.00,26.1%,30.4%,16,14,3,65,60,61.2%,51.9%,54.1%,41,11,61,5,61,11.00,37,0,50.5%,7,7,0,48,107,141,128,72,248,10,1,0,0,32.8%,179,0.43,51.0%,26,14,2,0,366,31.2,9.00,-,26.1%,13.0%,13.0%,64.1%,26.9,32.8%,12,13,1
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2is2f0giwb65xpuanzsstcs2c,2026-02-21 13:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,false,false,true,RSO,RSO,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,D 3-3,Pellegrino Matarazzo,18,151.00,32.0%,40.0%,16,15,2,46,59,60.2%,64.0%,59.0%,39,6,61,1,61,10.00,36,0,57.5%,7,1,0,65,115,113,100,63,228,7,3,0,0,33.5%,168,2.06,48.7%,37,11,3,2,362,32.3,20.00,-,16.0%,12.0%,24.0%,33.7%,28.7,33.5%,15,23,6
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2gtyyqnsw87ojqc60b9b50dn8,2026-02-14 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,true,false,RSO,RSO,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 1-4,Pellegrino Matarazzo,30,154.00,28.6%,32.1%,11,13,2,48,86,45.7%,51.0%,54.4%,32,22,61,8,61,9.00,56,0,47.3%,4,4,0,87,160,132,102,103,292,3,1,0,0,29.2%,156,1.73,57.9%,16,28,5,1,489,33.2,14.00,-,13.0%,4.3%,13.0%,4.9%,33.2,29.2%,13,22,3
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2agwdhyd4f3pb3wugya4art3o,2026-02-07 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-1,Pellegrino Matarazzo,22,110.00,17.2%,24.1%,24,19,3,29,48,31.7%,36.5%,59.1%,18,11,31,6,31,7.00,26,1,57.5%,2,3,0,84,192,150,172,86,342,5,3,0,0,44.9%,133,2.51,56.3%,40,21,2,0,211,30.0,21.00,-,4.5%,4.5%,45.5%,56.2%,19.5,44.9%,11,11,3
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),288lesgslzcbljs163839jl04,2026-02-01 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,false,true,RSO,RSO,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,D 1-1,Pellegrino Matarazzo,44,92.00,11.1%,18.5%,11,23,1,18,35,28.7%,62.2%,72.7%,43,7,50,3,50,5.00,28,0,54.2%,5,6,0,130,211,80,123,38,291,12,0,1,0,38.9%,140,1.66,61.0%,62,9,2,0,223,30.3,11.00,-,0.0%,0.0%,10.0%,51.5%,18.2,38.9%,8,10,4
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),25yd18qv80e97mjmlmv5vc4r8,2026-01-25 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,W 3-1,Pellegrino Matarazzo,35,115.00,33.3%,36.7%,15,17,3,32,50,26.7%,49.3%,59.8%,36,15,67,16,67,6.00,36,0,48.9%,7,3,0,157,219,97,95,64,316,6,3,0,0,30.9%,108,1.38,56.1%,24,21,1,0,278,32.9,14.00,-,29.4%,5.9%,23.5%,61.8%,25.7,30.9%,10,9,3
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),20boml0nnzxlvqvyy0ylfxdlg,2026-01-18 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,W 2-1,Pellegrino Matarazzo,54,92.00,23.5%,26.5%,13,18,4,14,22,20.2%,36.3%,64.0%,28,9,42,8,42,4.00,16,0,47.3%,8,5,0,125,183,160,118,100,343,18,1,0,1,48.0%,107,0.68,42.6%,25,12,0,3,105,35.7,17.00,-,15.4%,23.1%,7.7%,46.5%,19.2,48.0%,7,14,3
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1xweeu166hhelv9hh9l8lnpjo,2026-01-09 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,true,false,false,RSO,RSO,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 2-1,Pellegrino Matarazzo,5,192.00,40.0%,62.2%,22,15,7,46,58,58.6%,56.3%,51.3%,37,22,70,8,70,6.00,28,0,54.3%,9,10,0,44,115,164,138,97,279,10,2,0,0,38.6%,172,1.56,59.8%,49,8,2,3,306,35.0,23.00,-,20.0%,12.0%,16.0%,61.3%,21.7,38.6%,12,20,3
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1rhyonqt5a171xvtvluwo5p1w,2026-01-04 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,false,false,true,RSO,RSO,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,D 1-1,Pellegrino Matarazzo,26,178.00,24.0%,24.0%,19,13,6,60,52,54.1%,39.5%,48.9%,22,16,47,4,47,12.00,60,0,48.9%,11,3,0,67,125,188,155,91,313,8,1,0,0,36.2%,150,1.73,55.7%,41,18,1,1,287,37.7,17.00,-,28.6%,14.3%,14.3%,27.6%,23.2,36.2%,18,24,2
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1qr5wncwgktkt7jksvs6m3n6c,2025-12-20 15:15:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,false,true,RSO,RSO,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,D 1-1,Ion Ansotegi,24,155.00,30.0%,40.0%,19,16,3,45,53,51.7%,60.2%,56.2%,32,10,51,8,51,13.00,32,0,59.4%,5,3,0,79,150,113,118,66,263,4,1,0,0,31.4%,143,1.38,55.4%,33,16,1,0,292,36.3,16.00,-,42.3%,3.8%,7.7%,57.7%,32.5,31.4%,18,23,4
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1lgsuqoyjxec8b0tdfgdpl15g,2025-12-12 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,false,true,false,RSO,RSO,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,L 1-2,Sergio Francisco,23,191.00,27.9%,32.6%,26,20,6,64,57,51.3%,43.4%,48.9%,36,10,60,5,60,8.00,62,0,62.5%,15,8,0,105,187,185,155,112,372,7,1,0,0,36.0%,178,0.92,44.3%,36,22,4,2,436,34.8,20.00,-,12.9%,16.1%,29.0%,53.0%,20.2,36.0%,9,16,2
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1it612xdkwgzafk6n7xtzy8es,2025-12-06 15:15:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,true,false,RSO,RSO,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,L 0-1,Sergio Francisco,22,160.00,28.6%,28.6%,19,8,2,61,59,61.0%,62.6%,53.6%,46,22,81,5,81,10.00,60,0,55.8%,6,7,0,77,139,122,128,56,261,13,0,0,0,34.7%,191,1.17,68.0%,37,10,1,2,411,36.6,25.00,-,27.6%,3.4%,6.9%,14.4%,25.0,34.7%,10,18,2
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1d6oxum3q5ydyzsf48df1qas4,2025-11-30 13:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,false,true,false,RSO,RSO,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 2-3,Sergio Francisco,23,162.00,51.6%,58.1%,19,12,8,72,100,68.6%,53.5%,48.5%,24,18,50,3,50,11.00,29,2,49.5%,7,7,0,54,86,157,93,96,243,6,1,1,0,33.0%,175,1.02,52.8%,25,25,1,0,431,32.4,22.00,-,16.7%,16.7%,33.3%,22.8%,26.8,33.0%,18,22,1
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),19fc4xa7cho23jve43ojie39w,2025-11-22 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,true,false,false,RSO,RSO,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,W 3-1,Sergio Francisco,25,155.00,25.9%,29.6%,24,11,5,41,60,54.9%,51.4%,54.6%,36,15,55,8,55,12.00,33,0,56.8%,5,3,0,83,133,136,107,79,269,12,2,0,1,36.1%,168,1.63,68.5%,44,19,3,2,336,31.1,17.00,-,12.5%,12.5%,16.7%,49.0%,23.9,36.1%,19,14,3
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),15au35re7u5b9ru4hoko7f3f8,2025-11-07 20:00:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,false,true,RSO,RSO,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 1-1,Sergio Francisco,22,131.00,27.3%,30.3%,18,12,4,38,51,33.3%,41.7%,52.1%,25,12,44,5,44,10.00,45,1,44.4%,6,4,0,100,191,147,162,76,338,12,1,0,0,39.7%,133,1.36,51.5%,36,25,0,2,247,31.9,16.00,-,24.0%,16.0%,24.0%,13.1%,19.1,39.7%,13,10,2
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),12lophscpllg367yx7yn0mpec,2025-11-01 17:30:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 3-2,Sergio Francisco,21,114.00,34.8%,47.8%,17,13,1,22,42,49.9%,51.8%,57.7%,31,7,43,6,43,2.00,19,0,52.2%,7,4,0,60,120,127,115,72,247,10,3,0,0,36.4%,132,1.60,53.9%,40,13,1,3,281,41.9,22.00,-,43.5%,8.7%,8.7%,57.4%,23.6,36.4%,9,16,4
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),xcapf185ght9jj3jcgj4v0us,2025-10-24 19:00:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,W 2-1,Sergio Francisco,16,115.00,24.2%,30.3%,17,14,5,16,40,38.3%,40.9%,57.2%,17,8,25,2,25,2.00,27,2,51.4%,8,7,0,73,131,125,124,59,256,4,1,1,0,45.5%,138,1.61,60.6%,35,12,1,1,203,32.5,10.00,-,21.1%,21.1%,31.6%,70.5%,18.6,45.5%,5,13,3
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ub49wftchgk7szozxswbslck,2025-10-19 14:15:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,false,true,RSO,RSO,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,D 1-1,Sergio Francisco,8,222.00,50.0%,55.6%,21,20,6,70,75,77.1%,41.9%,38.7%,17,33,65,6,65,11.00,81,0,47.1%,5,5,0,24,56,172,100,104,228,4,1,0,0,31.3%,162,1.55,57.1%,19,29,6,2,388,32.4,25.00,-,12.5%,10.0%,7.5%,13.4%,28.2,31.3%,17,35,4
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),stfu1ncpwokjdp38odv9rb4k,2025-10-05 16:30:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,false,true,false,RSO,RSO,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,L 0-1,Sergio Francisco,10,136.00,50.0%,53.3%,23,22,1,43,52,57.5%,46.9%,57.1%,33,17,50,9,50,8.00,35,0,46.3%,7,7,0,37,89,173,131,94,262,4,0,0,0,34.7%,146,0.82,70.3%,27,20,2,6,283,33.0,24.00,-,23.1%,11.5%,23.1%,31.6%,25.7,34.7%,10,17,1
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),mh9g8wbjyoe3ub3ouu0nnsb8,2025-09-28 16:30:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,true,false,RSO,RSO,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 1-2,Sergio Francisco,48,66.00,25.0%,35.0%,9,18,3,21,35,15.1%,41.4%,69.4%,33,10,47,11,47,6.00,13,0,57.1%,5,3,0,201,320,114,179,54,434,11,1,0,0,42.0%,105,1.04,44.0%,31,7,0,2,206,36.4,11.00,-,15.4%,15.4%,15.4%,10.7%,17.2,42.0%,7,9,2
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),hxr2ojynmpps6ni1gbdsa1hw,2025-09-24 19:30:00,63f5h8t5e9qm1fqmvfkb23ghh,true,false,true,false,false,RSO,RSO,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 1-0,Sergio Francisco,9,213.00,33.3%,38.1%,29,10,7,74,67,71.8%,56.2%,46.6%,20,21,56,8,56,12.00,64,0,53.3%,5,9,0,40,91,158,112,97,249,5,1,0,0,31.8%,174,2.76,65.2%,31,21,3,1,344,35.3,22.00,-,16.7%,19.4%,13.9%,75.0%,30.2,31.8%,17,25,4
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),exqzwxpls360bd9qf89ggff8,2025-09-19 19:00:00,63f5h8t5e9qm1fqmvfkb23ghh,false,true,false,true,false,RSO,RSO,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 1-3,Sergio Francisco,31,152.00,24.4%,36.6%,31,23,3,61,69,54.2%,47.2%,55.1%,33,11,58,7,58,8.00,50,1,56.3%,9,7,0,89,148,177,139,97,325,8,0,0,1,39.7%,191,0.84,50.6%,33,27,2,0,326,32.5,35.00,-,34.4%,3.1%,15.6%,12.7%,21.4,39.7%,11,15,1
