Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2q9tc31q3pa181h1jnjxvfqc4,2026-03-07 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 1-0,Hansi Flick,18,108.00,30.0%,40.0%,17,26,0,57,87,63.9%,72.9%,65.1%,46,20,73,6,73,4.00,40,0,67.0%,8,4,0,67,116,98,94,53,214,13,0,0,1,24.9%,164,0.40,58.5%,31,18,1,1,507,33.0,28.00,-,8.7%,0.0%,17.4%,52.0%,31.1,24.9%,7,10,1
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2mxi4zs0db40fjabi1d36b9ck,2026-02-28 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,W 4-1,Hansi Flick,19,265.00,44.7%,52.6%,26,15,3,100,107,85.6%,59.3%,38.9%,27,24,82,10,82,11.00,122,2,45.5%,4,11,0,30,55,129,82,72,184,4,2,0,2,23.5%,183,3.20,59.1%,24,32,1,1,554,32.4,36.00,-,4.8%,9.5%,11.9%,80.1%,35.3,23.5%,19,7,6
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2k9uw8chd5ol6b9rrw5ftnc44,2026-02-22 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 3-0,Hansi Flick,6,303.00,25.9%,33.3%,15,23,0,84,106,84.2%,59.0%,39.1%,21,33,93,9,93,14.00,150,0,60.0%,3,5,0,51,75,113,64,73,188,2,2,0,1,23.2%,179,2.88,66.7%,13,24,2,4,644,33.4,25.00,-,2.4%,7.3%,4.9%,90.6%,47.9,23.2%,22,28,7
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2elfffvt87h2apmhh2c0et3pw,2026-02-16 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,false,true,false,BAR,BAR,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,L 1-2,Hansi Flick,35,283.00,45.9%,51.4%,18,16,2,106,87,80.4%,60.1%,42.5%,28,27,69,6,69,19.00,134,0,55.2%,5,13,0,58,89,162,74,119,251,5,1,0,0,26.9%,199,2.72,61.4%,24,27,3,4,464,32.5,21.00,-,9.1%,12.1%,9.1%,34.1%,36.1,26.9%,27,30,3
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2dhi57c0oalm6wvrjttsm44k4,2026-02-07 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 3-0,Hansi Flick,15,286.00,36.7%,50.0%,24,13,2,81,86,83.1%,66.0%,38.9%,22,13,61,8,61,14.00,132,0,60.0%,8,1,0,42,91,117,80,86,208,4,3,0,0,23.1%,179,2.73,54.5%,31,35,3,2,645,32.8,23.00,-,11.1%,11.1%,8.3%,79.2%,40.6,23.1%,24,16,4
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),26p4gv6nxij3gqaoea17rxct0,2026-01-31 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-1,Hansi Flick,19,175.00,31.0%,37.9%,22,16,8,47,70,62.3%,59.5%,59.2%,65,19,89,20,89,24.00,58,0,56.1%,1,3,0,55,104,137,104,82,241,8,3,0,0,30.3%,166,6.31,69.6%,24,25,0,1,333,32.2,22.00,-,18.9%,13.5%,21.6%,72.7%,28.2,30.3%,30,12,13
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),257ci0bd6g6l3uk1fn5a0ob2s,2026-01-25 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 3-0,Hansi Flick,13,198.00,42.9%,48.6%,25,15,6,57,93,80.2%,67.1%,54.7%,54,22,90,8,90,10.00,72,2,49.3%,7,10,0,33,70,139,92,84,209,4,3,0,0,26.1%,177,2.09,55.6%,23,27,0,4,361,33.2,17.00,-,14.7%,8.8%,17.6%,73.2%,31.6,26.1%,15,20,3
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),20boml0nnzxlvqvyy0ylfxdlg,2026-01-18 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,false,true,false,BAR,BAR,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,L 1-2,Hansi Flick,19,264.00,39.3%,50.0%,25,21,2,60,90,79.8%,63.7%,46.3%,32,26,77,10,77,21.00,129,0,51.1%,6,2,0,47,75,97,61,64,172,3,1,0,0,28.1%,170,3.68,61.5%,36,35,2,1,512,32.8,27.00,-,6.1%,12.2%,14.3%,25.7%,30.2,28.1%,25,22,8
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1rvgcgz2ftmamcay54gz2qtjo,2026-01-03 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,W 2-0,Hansi Flick,24,196.00,27.8%,41.7%,22,13,1,68,99,72.3%,64.6%,50.3%,27,16,52,3,52,9.00,65,0,53.9%,8,8,0,48,90,108,86,64,198,2,1,1,0,28.7%,161,1.92,55.6%,28,29,1,3,310,31.7,25.00,-,7.3%,7.3%,14.6%,38.4%,35.1,28.7%,15,13,5
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1oi5jmg0ldrmljyz46todfbpw,2025-12-21 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,W 2-0,Hansi Flick,23,335.00,34.5%,55.2%,20,18,4,113,93,85.2%,69.8%,39.4%,29,22,81,8,81,16.00,131,1,54.4%,3,3,0,56,75,84,45,58,159,3,2,0,0,23.7%,189,2.72,56.3%,31,24,1,5,509,32.7,29.00,-,9.1%,2.3%,15.9%,77.6%,39.4,23.7%,19,16,3
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1myp00g7w796yt6ts8ojdkys4,2025-12-13 17:30:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,W 2-0,Hansi Flick,7,360.00,51.6%,54.8%,27,16,2,115,122,88.0%,66.5%,34.1%,28,28,89,8,89,15.00,156,0,63.4%,5,6,0,26,68,104,78,68,172,2,2,0,0,24.4%,179,2.41,51.3%,24,45,1,4,504,33.8,21.00,-,7.7%,11.5%,11.5%,69.7%,34.5,24.4%,24,26,3
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1gkqfp2d7qi9h6k34k3mo8zkk,2025-12-06 17:30:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,W 5-3,Hansi Flick,36,126.00,43.5%,47.8%,23,17,1,38,70,49.7%,68.1%,68.4%,45,12,64,6,64,7.00,37,0,61.7%,3,2,0,103,154,97,93,55,251,7,4,0,1,28.5%,164,2.83,65.5%,28,24,1,1,444,29.6,25.00,-,8.3%,12.5%,25.0%,79.8%,33.4,28.5%,16,11,6
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1v9qqviahmnia4ewmzd4aejv8,2025-12-02 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,W 3-1,Hansi Flick,21,196.00,32.3%,48.4%,19,16,5,65,52,59.9%,55.6%,52.6%,37,24,72,11,72,14.00,76,0,54.8%,7,5,0,68,126,136,127,67,262,4,2,0,1,27.7%,155,3.60,56.1%,28,23,2,1,334,32.8,31.00,-,14.3%,14.3%,3.6%,64.6%,26.9,27.7%,19,10,6
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1dk2hnl09qux7z4fqn1qxq238,2025-11-29 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 3-1,Hansi Flick,20,234.00,40.0%,57.1%,28,13,4,66,107,76.6%,60.6%,43.2%,26,21,63,6,63,12.00,97,0,56.2%,10,3,0,50,94,146,119,71,240,3,3,0,0,22.0%,153,2.24,60.0%,35,33,0,1,451,36.5,34.00,-,15.0%,12.5%,17.5%,74.8%,34.6,22.0%,18,10,4
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1a7radhhole7vfnciarzauq6s,2025-11-22 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 4-0,Hansi Flick,23,180.00,40.0%,54.3%,23,16,6,55,90,66.2%,68.3%,56.0%,42,14,71,7,71,10.00,76,2,48.3%,7,6,0,56,111,112,98,69,223,8,3,1,0,24.1%,168,2.00,59.3%,29,21,0,0,503,32.7,24.00,-,13.6%,4.5%,13.6%,84.9%,31.2,24.1%,19,6,4
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),16t0fdut4ky4b4es7i0trovtg,2025-11-09 20:00:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,W 4-2,Hansi Flick,6,311.00,36.1%,41.7%,14,16,7,46,67,72.2%,48.5%,39.2%,45,19,106,8,106,9.00,138,0,50.0%,2,7,0,59,109,129,105,74,238,2,3,0,1,21.3%,153,3.31,64.4%,19,27,0,0,380,33.2,27.00,-,3.4%,3.4%,10.3%,67.8%,33.4,21.3%,21,11,6
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),113wccwt50kebz0thqf0fxkpg,2025-11-02 16:30:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-1,Hansi Flick,18,135.00,39.5%,44.7%,11,21,7,34,67,47.8%,50.5%,56.0%,55,18,83,14,83,10.00,53,1,51.0%,11,8,0,79,136,145,128,74,281,6,2,1,0,32.4%,134,1.88,57.9%,26,31,2,1,292,36.0,19.00,-,23.8%,19.0%,9.5%,84.4%,24.7,32.4%,17,10,5
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ytxz0i1eppxxqupm27ktuln8,2025-10-26 15:15:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,false,true,false,BAR,BAR,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 1-2,Marcus Sorg,34,228.00,48.4%,51.6%,18,14,3,49,89,70.7%,65.8%,47.9%,25,15,59,4,59,13.00,122,1,44.2%,6,7,1,72,107,97,71,61,204,8,1,0,0,24.4%,156,1.14,50.9%,29,28,0,2,495,35.3,24.00,-,16.1%,0.0%,16.1%,15.0%,28.1,24.4%,15,8,2
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),txn45zihl3cp2bv3lj5rmot0,2025-10-18 14:15:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,W 2-1,Hansi Flick,22,318.00,39.3%,46.4%,17,17,9,75,105,79.5%,54.2%,37.5%,27,21,79,5,79,19.00,160,2,59.6%,5,3,2,59,86,131,59,99,217,6,2,0,0,26.0%,174,1.61,60.0%,29,27,2,3,509,36.2,25.00,-,11.4%,11.4%,8.6%,48.6%,38.6,26.0%,27,28,2
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),rbyhgw1kyp0ghg2qpvznvvv8,2025-10-05 14:15:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,false,true,false,BAR,BAR,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,L 1-4,Hansi Flick,34,147.00,35.1%,51.4%,12,16,8,46,73,67.6%,55.8%,50.9%,28,14,60,5,60,13.00,66,1,47.4%,10,5,1,54,84,114,69,75,198,6,1,0,0,31.1%,133,2.25,61.4%,33,31,2,1,297,33.8,19.00,-,21.7%,8.7%,17.4%,7.3%,30.5,31.1%,17,14,5
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),mh9g8wbjyoe3ub3ouu0nnsb8,2025-09-28 16:30:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,W 2-1,Hansi Flick,14,352.00,44.8%,51.7%,14,12,7,68,104,84.9%,58.6%,31.7%,22,31,100,10,100,14.00,160,1,53.0%,6,5,0,35,68,128,79,82,196,4,2,0,0,23.0%,171,2.22,66.7%,24,32,3,0,597,33.5,40.00,-,11.1%,5.6%,8.3%,71.9%,42.3,23.0%,22,22,5
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),kkl8x55qltpl4g1v5260df6c,2025-09-25 19:30:00,agh9ifb2mw3ivjusgedj7c3fe,false,true,true,false,false,BAR,BAR,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 3-1,Hansi Flick,18,393.00,50.0%,53.1%,20,11,1,121,91,88.0%,65.5%,35.3%,30,30,102,5,102,14.00,191,0,56.3%,5,3,0,36,59,107,62,68,166,2,3,0,0,29.5%,232,2.07,61.2%,32,31,0,3,483,32.6,24.00,-,7.3%,4.9%,12.2%,48.6%,45.2,29.5%,22,16,2
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),ekk0usjk6blgzpziu4ho01zo,2025-09-21 19:00:00,agh9ifb2mw3ivjusgedj7c3fe,true,false,true,false,false,BAR,BAR,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 3-0,Hansi Flick,9,248.00,26.5%,50.0%,19,23,3,74,83,75.0%,65.0%,46.0%,38,37,86,6,86,10.00,144,0,53.4%,6,5,0,47,119,117,127,62,236,4,3,0,0,26.7%,197,1.97,60.0%,30,23,1,1,570,32.2,30.00,-,3.1%,18.8%,18.8%,86.7%,31.4,26.7%,16,5,5
