Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2rdu4yg44ic1xh5ymhhx1yolw,2026-03-09 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,false,true,ESP,ESP,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,D 1-1,José Manuel González Álvarez,13,223.00,42.9%,48.6%,29,15,3,77,61,72.0%,46.0%,42.7%,36,17,74,2,74,18.00,51,0,66.2%,9,6,0,45,99,182,125,111,281,3,1,0,0,32.7%,160,1.83,51.4%,41,21,3,4,387,30.4,25.00,-,15.2%,13.0%,23.9%,34.5%,26.9,32.7%,28,35,2
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2no6er6enaks2abnft8fknndg,2026-03-01 13:00:00,c8llrezkm3b3op4afrou6b487,false,true,false,false,true,ESP,ESP,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 2-2,José Manuel González Álvarez,31,88.00,21.9%,21.9%,15,12,1,29,27,28.5%,31.0%,57.8%,16,13,29,2,29,6.00,29,0,56.4%,4,5,0,102,198,122,161,57,320,10,0,2,0,43.8%,109,0.77,42.6%,21,14,0,3,117,34.4,6.00,-,21.1%,26.3%,31.6%,34.3%,16.5,43.8%,9,9,1
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2jwf7cpzm72lrajndbtk03das,2026-02-21 20:00:00,c8llrezkm3b3op4afrou6b487,false,true,false,true,false,ESP,ESP,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 2-4,José Manuel González Álvarez,33,108.00,10.7%,17.9%,15,24,1,37,39,34.8%,43.1%,59.6%,37,13,54,4,54,3.00,33,0,61.5%,13,8,0,131,236,168,196,77,404,8,1,1,0,37.1%,154,0.75,54.0%,23,14,3,4,167,33.0,13.00,-,15.0%,5.0%,15.0%,16.2%,21.6,37.1%,8,17,1
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2fc1kvignx7oybca1wqs2gsgk,2026-02-14 13:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,false,true,ESP,ESP,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,D 2-2,José Manuel González Álvarez,42,115.00,32.4%,41.2%,17,15,5,46,38,39.6%,46.1%,54.9%,40,19,70,10,70,7.00,40,1,53.3%,5,8,0,90,178,155,144,99,333,8,2,0,0,36.6%,144,0.77,60.5%,22,16,3,9,219,33.3,13.00,-,33.3%,4.2%,29.2%,27.6%,24.2,36.6%,9,24,2
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2au8colu3pbwws92o9q03i9zo,2026-02-09 20:00:00,c8llrezkm3b3op4afrou6b487,false,true,false,true,false,ESP,ESP,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 1-4,José Manuel González Álvarez,22,136.00,17.9%,32.1%,9,12,3,48,48,58.2%,46.8%,55.1%,23,15,41,0,41,6.00,60,0,56.2%,7,3,0,59,100,156,104,93,256,7,1,0,0,30.8%,135,0.51,59.6%,18,20,4,2,338,33.1,17.00,-,22.2%,14.8%,22.2%,9.7%,34.9,30.8%,9,26,1
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),29q144duutijtrpdfzof1zims,2026-01-30 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,true,false,ESP,ESP,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,L 1-2,José Manuel González Álvarez,16,133.00,43.2%,54.5%,14,20,5,27,32,47.1%,54.2%,59.3%,36,11,48,3,48,8.00,34,0,60.4%,6,7,0,55,158,158,177,84,316,8,1,0,0,40.8%,165,0.67,49.4%,42,13,6,5,208,31.6,18.00,-,9.5%,14.3%,28.6%,29.0%,20.0,40.8%,10,27,2
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),22x7y5lc2ynqrwdkh5kl64a38,2026-01-24 15:15:00,c8llrezkm3b3op4afrou6b487,false,true,false,true,false,ESP,ESP,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 2-3,José Manuel González Álvarez,18,152.00,40.0%,57.1%,22,19,5,60,64,58.5%,48.8%,49.6%,26,26,51,4,51,13.00,44,0,50.9%,8,11,0,55,131,166,156,86,297,5,2,0,0,36.2%,145,1.41,54.2%,29,15,7,6,310,35.3,18.00,-,13.3%,16.7%,30.0%,13.3%,22.7,36.2%,16,28,2
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),226m1xys6v816jac3sck3d3is,2026-01-16 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,true,false,ESP,ESP,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,L 0-2,José Manuel González Álvarez,20,153.00,22.9%,37.1%,19,21,4,33,70,54.2%,46.0%,50.8%,33,14,49,4,49,10.00,46,0,44.7%,2,4,0,51,94,107,74,76,201,4,0,0,0,35.1%,138,1.07,53.0%,30,27,4,4,270,30.0,20.00,-,7.1%,17.9%,14.3%,20.0%,22.2,35.1%,14,28,3
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1wrc3h54fm3azopbuu3iq7b4k,2026-01-11 15:15:00,c8llrezkm3b3op4afrou6b487,false,true,false,false,true,ESP,ESP,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,D 1-1,José Manuel González Álvarez,18,160.00,34.5%,41.4%,27,12,4,53,58,58.4%,44.5%,51.1%,30,13,46,1,46,14.00,46,0,54.8%,4,9,1,51,113,156,131,87,269,9,0,1,0,32.3%,139,1.36,61.1%,37,18,3,9,254,31.2,16.00,-,19.4%,6.5%,35.5%,19.5%,23.1,32.3%,19,19,2
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1rvgcgz2ftmamcay54gz2qtjo,2026-01-03 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,true,false,ESP,ESP,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-2,José Manuel González Álvarez,27,89.00,29.0%,32.3%,10,25,0,24,33,27.7%,35.4%,59.0%,27,11,35,3,35,11.00,19,0,48.5%,5,6,0,95,172,136,138,75,308,9,0,0,0,41.4%,103,1.60,52.5%,24,10,1,2,173,35.2,20.00,-,12.5%,18.8%,18.8%,22.4%,23.2,41.4%,14,12,3
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1pmmfccm8cfhw6hua3w0gz28k,2025-12-22 20:00:00,c8llrezkm3b3op4afrou6b487,false,true,true,false,false,ESP,ESP,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 2-1,José Manuel González Álvarez,28,92.00,40.0%,45.7%,18,21,6,19,29,27.7%,42.9%,63.1%,44,11,53,6,53,5.00,24,0,51.1%,14,8,0,113,210,139,172,63,348,15,2,0,0,44.6%,125,0.91,61.0%,32,8,0,1,138,31.4,13.00,-,20.0%,26.7%,26.7%,38.2%,16.4,44.6%,10,13,1
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1l3ezfcz5pfa7eixz6hnfmj9w,2025-12-13 20:00:00,c8llrezkm3b3op4afrou6b487,false,true,true,false,false,ESP,ESP,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 1-0,José Manuel González Álvarez,10,63.00,48.8%,53.5%,18,20,3,15,29,27.7%,54.8%,72.3%,23,9,29,3,29,4.00,23,0,50.3%,10,4,0,79,149,113,122,61,262,8,1,0,0,47.5%,149,0.57,57.7%,40,10,4,0,159,33.8,9.00,-,30.8%,15.4%,46.2%,58.3%,16.3,47.5%,6,11,1
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1g7ev92a4xzvmnte18e1h7thw,2025-12-07 17:30:00,c8llrezkm3b3op4afrou6b487,true,false,true,false,false,ESP,ESP,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,W 1-0,José Manuel González Álvarez,18,113.00,20.0%,28.6%,9,16,5,19,32,39.2%,35.6%,57.7%,28,10,41,6,41,5.00,22,0,60.0%,6,3,0,75,133,125,94,89,258,4,1,0,0,45.3%,106,1.33,54.2%,37,14,2,3,149,36.4,8.00,-,16.7%,5.6%,22.2%,62.5%,20.6,45.3%,9,21,2
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1fgucgxqx7rp34edgxippj6s4,2025-11-30 17:30:00,c8llrezkm3b3op4afrou6b487,false,true,true,false,false,ESP,ESP,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,W 1-0,José Manuel González Álvarez,11,98.00,28.6%,28.6%,12,17,4,27,35,34.8%,43.5%,65.4%,50,10,69,11,69,4.00,23,1,49.3%,8,3,0,66,148,159,154,87,307,6,1,0,0,35.9%,127,0.38,55.6%,24,15,2,1,228,32.4,18.00,-,18.8%,0.0%,31.3%,22.0%,26.4,35.9%,9,16,1
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),191yv3mlrk964ybeg2ilya9sk,2025-11-24 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,true,false,false,ESP,ESP,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,W 2-1,José Manuel González Álvarez,41,119.00,21.1%,23.7%,18,10,2,28,34,40.3%,29.2%,49.4%,29,12,45,4,45,5.00,28,1,54.5%,5,9,1,97,155,136,112,82,291,10,2,0,0,45.0%,109,1.09,43.3%,33,15,1,0,157,35.5,14.00,-,15.4%,38.5%,23.1%,54.4%,16.0,45.0%,8,13,2
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),15ojns8pjndvlncxp05js2cyc,2025-11-08 20:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,true,false,ESP,ESP,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 0-2,José Manuel González Álvarez,16,215.00,35.4%,43.8%,18,14,4,83,92,66.7%,46.5%,46.8%,22,19,57,4,57,12.00,54,0,45.9%,11,6,0,39,86,179,119,107,265,6,0,0,0,33.4%,188,0.50,43.2%,20,25,9,4,445,34.8,20.00,-,17.6%,8.8%,11.8%,23.9%,29.1,33.4%,14,40,0
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),144g7b7ez101gt3yczm0yblzo,2025-11-02 14:15:00,c8llrezkm3b3op4afrou6b487,false,true,false,true,false,ESP,ESP,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,L 1-2,José Manuel González Álvarez,19,188.00,51.5%,60.6%,17,22,9,63,63,50.7%,41.5%,43.0%,30,25,55,3,55,13.00,62,0,63.3%,10,4,0,93,195,158,173,87,353,7,1,0,0,35.0%,131,1.06,50.0%,37,24,7,4,280,33.5,20.00,-,15.0%,30.0%,20.0%,4.4%,23.1,35.0%,18,32,1
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),zkqu9lm76sa6ypjcluvnr578,2025-10-25 14:15:00,c8llrezkm3b3op4afrou6b487,true,false,true,false,false,ESP,ESP,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 1-0,José Manuel González Álvarez,20,111.00,18.9%,29.7%,22,14,6,29,43,32.7%,31.7%,54.7%,27,14,39,4,39,12.00,30,0,50.8%,10,8,0,92,161,150,133,86,311,5,1,0,0,45.1%,120,1.93,60.0%,23,15,1,3,183,31.5,10.00,-,22.7%,13.6%,22.7%,55.2%,20.7,45.1%,16,18,3
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),w7ym83i7x7vql3mkid0zn3tg,2025-10-17 19:00:00,c8llrezkm3b3op4afrou6b487,false,true,true,false,false,ESP,ESP,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 2-0,José Manuel González Álvarez,27,172.00,39.4%,42.4%,20,16,6,50,54,47.8%,33.3%,46.9%,25,11,51,5,51,13.00,57,0,51.7%,5,8,0,75,128,161,120,94,289,8,2,0,0,35.2%,113,3.71,52.6%,26,22,4,3,228,33.7,15.00,-,6.9%,13.8%,24.1%,38.8%,24.1,35.2%,19,33,6
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),rp9h3yrxylg9bwywpccje8lw,2025-10-05 16:30:00,c8llrezkm3b3op4afrou6b487,true,false,false,true,false,ESP,ESP,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 1-2,José Manuel González Álvarez,23,181.00,30.3%,33.3%,25,27,2,55,68,49.7%,51.1%,52.7%,40,18,67,8,67,10.00,53,0,51.0%,8,5,0,78,149,133,119,85,282,6,1,0,0,39.2%,176,2.28,48.9%,25,27,5,4,312,32.5,19.00,-,23.8%,11.9%,21.4%,36.0%,26.3,39.2%,14,39,3
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),p2nr5z25p9svx0ssxbjiprmc,2025-09-26 19:00:00,c8llrezkm3b3op4afrou6b487,false,true,false,false,true,ESP,ESP,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,D 0-0,José Manuel González Álvarez,27,143.00,30.8%,46.2%,16,9,6,37,42,39.6%,41.5%,56.2%,29,14,46,2,46,15.00,49,0,59.2%,3,4,0,103,172,171,139,101,343,4,0,0,0,31.7%,107,1.08,54.5%,28,15,0,5,230,32.7,8.00,-,28.0%,12.0%,28.0%,20.7%,20.8,31.7%,20,20,0
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),j23bvmu4uuofecr7aaeurtw4,2025-09-23 17:00:00,c8llrezkm3b3op4afrou6b487,true,false,false,false,true,ESP,ESP,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,D 2-2,José Manuel González Álvarez,13,203.00,22.2%,33.3%,21,17,5,62,50,63.2%,50.6%,49.3%,33,21,60,9,60,13.00,47,0,62.5%,3,7,0,55,110,174,125,104,284,3,2,0,0,34.8%,153,2.57,48.1%,24,22,5,4,259,34.3,14.00,-,29.0%,19.4%,22.6%,13.1%,29.2,34.8%,21,36,7
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),h6rpuztodqc4wokrpyck2zv8,2025-09-20 14:15:00,c8llrezkm3b3op4afrou6b487,false,true,false,true,false,ESP,ESP,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 0-2,José Manuel González Álvarez,37,103.00,29.6%,33.3%,15,25,4,16,54,21.1%,34.2%,62.7%,31,9,36,2,36,8.00,20,0,48.5%,3,2,0,114,200,145,146,85,345,7,0,0,0,36.9%,101,0.96,49.2%,25,24,1,4,214,34.8,21.00,-,26.1%,8.7%,17.4%,7.6%,18.7,36.9%,8,16,1
