Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2uf6893vxahtyej21o0yj2vbo,2026-03-15 20:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,L 1-3,Alessio Lisci,23,170.00,16.1%,19.4%,16,23,4,53,52,51.3%,50.1%,57.2%,43,12,69,6,69,11.00,49,0,49.6%,1,7,0,68,141,155,144,84,296,11,0,1,0,36.6%,169,0.67,55.2%,29,16,3,3,285,40.0,26.00,-,41.4%,6.9%,10.3%,7.8%,24.3,36.6%,13,19,1
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2pivvji4pf47xn5ziqca3ttlg,2026-03-07 13:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,false,true,OSA,OSA,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,D 2-2,Alessio Lisci,14,233.00,33.3%,46.7%,14,13,7,79,92,59.4%,43.9%,45.1%,26,22,59,8,59,14.00,29,0,61.1%,4,4,1,69,123,155,116,93,278,7,2,0,0,39.0%,154,2.56,55.8%,21,33,3,8,321,37.9,15.00,-,26.5%,2.0%,20.4%,16.3%,28.2,39.0%,22,42,4
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2mieos6z7lqo2pb9bsl6j0xsk,2026-03-01 15:15:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,L 0-1,Alessio Lisci,32,138.00,39.5%,47.4%,22,22,4,35,69,52.8%,52.1%,56.1%,22,7,37,5,37,7.00,34,0,48.8%,7,4,0,61,109,124,100,72,233,11,0,0,0,33.3%,134,0.32,63.3%,24,30,3,3,318,32.8,28.00,-,14.3%,7.1%,14.3%,13.7%,20.6,33.3%,8,29,0
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2i1fz7uysfcivnrqrbpsybfo4,2026-02-21 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,true,false,false,OSA,OSA,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,W 2-1,Alessio Lisci,28,133.00,30.3%,42.4%,17,19,3,43,57,39.6%,38.0%,50.8%,19,12,41,2,41,9.00,44,1,44.4%,5,14,0,96,143,104,97,54,247,8,2,0,0,36.3%,128,2.29,43.5%,13,24,5,3,262,32.6,20.00,-,18.2%,4.5%,27.3%,43.9%,26.6,36.3%,13,16,3
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2fpgp04qfqn3zanmznei2zmdw,2026-02-13 20:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,false,true,OSA,OSA,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 0-0,Alessio Lisci,31,96.00,34.1%,39.0%,14,15,5,23,37,32.2%,40.5%,60.5%,24,5,41,3,41,5.00,26,0,55.2%,5,5,0,95,152,125,110,72,277,12,0,0,0,50.0%,129,0.81,55.2%,28,17,1,1,158,36.8,13.00,-,47.6%,9.5%,9.5%,12.9%,19.9,50.0%,6,11,1
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2a3fi3txct0dmxzfexhl3to2c,2026-02-06 20:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,true,false,false,OSA,OSA,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,W 2-1,Alessio Lisci,34,184.00,13.8%,20.7%,11,16,6,45,67,48.2%,36.7%,43.8%,39,19,81,13,81,4.00,48,1,51.4%,2,4,0,90,164,138,143,69,302,11,2,0,0,29.7%,121,0.67,46.9%,19,18,4,4,330,37.9,13.00,-,20.0%,13.3%,6.7%,35.6%,29.1,29.7%,8,20,1
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),29cmof9w51qvhnakmp2oado9g,2026-01-31 15:15:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,false,true,OSA,OSA,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,D 2-2,Alessio Lisci,13,171.00,31.6%,34.2%,18,33,6,39,68,47.7%,46.4%,55.7%,24,14,42,6,42,9.00,25,0,44.2%,6,7,0,57,111,136,99,91,247,4,2,0,0,40.0%,148,1.37,56.7%,40,28,2,5,227,32.5,36.00,-,3.4%,3.4%,41.4%,45.7%,21.4,40.0%,15,37,4
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),23ph16hry56w3gdhgy3s5pafo,2026-01-24 13:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,true,false,false,OSA,OSA,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,W 3-1,Alessio Lisci,25,119.00,33.3%,50.0%,17,13,7,28,40,38.0%,32.2%,50.3%,22,12,46,8,46,9.00,18,1,50.0%,6,5,0,73,136,151,135,79,287,10,3,0,0,55.3%,125,1.22,55.6%,26,11,1,1,139,34.2,36.00,-,27.3%,13.6%,36.4%,36.4%,18.6,55.3%,14,9,2
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1z79bgsg0g4xojqjpoxolh1ck,2026-01-17 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,true,false,false,OSA,OSA,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,W 3-2,Alessio Lisci,26,147.00,29.6%,51.9%,18,20,6,34,59,55.9%,46.4%,52.8%,20,8,37,4,37,8.00,37,0,56.4%,3,7,0,75,116,110,80,71,226,7,3,0,0,35.7%,121,1.37,50.8%,39,22,4,2,274,35.8,20.00,-,21.7%,17.4%,13.0%,33.9%,25.9,35.7%,16,22,3
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1ydvgoo74zv2bvij485wtc93o,2026-01-10 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,7h7eg7q7dbwvzww78h9d5eh0h,GIR,GIR,2893,L 0-1,Alessio Lisci,17,186.00,34.4%,43.8%,19,15,3,49,69,57.9%,50.4%,48.5%,23,16,50,6,50,10.00,47,0,42.3%,8,8,0,60,103,153,90,106,256,4,0,0,0,32.7%,164,1.41,44.1%,16,23,6,2,389,36.5,19.00,-,34.4%,6.3%,12.5%,15.9%,30.5,32.7%,12,20,1
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1r4k8mooxohtqr7vzjm29hul0,2026-01-03 15:15:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,false,true,OSA,OSA,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,D 1-1,Alessio Lisci,33,79.00,27.8%,38.9%,12,32,2,20,60,27.9%,62.1%,75.2%,42,7,50,4,50,9.00,14,1,63.3%,5,6,0,112,195,102,141,44,297,12,1,0,0,35.2%,146,0.67,58.1%,35,18,2,1,289,35.3,31.00,-,17.6%,5.9%,23.5%,48.9%,21.7,35.2%,11,7,1
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1nppp2u47kuc6os6g0e21xp1w,2025-12-20 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,true,false,false,OSA,OSA,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 3-0,Alessio Lisci,10,171.00,37.5%,42.5%,24,18,2,42,51,49.9%,45.0%,48.3%,30,11,45,2,45,6.00,44,1,50.8%,5,10,0,60,115,159,127,87,274,8,3,0,0,38.1%,143,2.01,61.1%,36,18,2,5,271,34.0,16.00,-,26.7%,0.0%,30.0%,51.6%,22.6,38.1%,16,26,3
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1myp00g7w796yt6ts8ojdkys4,2025-12-13 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-2,Alessio Lisci,49,41.00,22.2%,22.2%,13,18,1,7,23,12.0%,33.5%,69.1%,24,3,27,2,27,2.00,7,0,50.0%,8,9,0,180,256,86,127,35,342,16,0,0,0,50.5%,94,0.36,54.2%,21,10,0,1,100,32.6,13.00,-,12.5%,12.5%,12.5%,9.7%,9.1,50.5%,3,4,0
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1hp0gvnq8tu7bswk405xa49as,2025-12-08 20:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,true,false,false,OSA,OSA,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 2-0,Alessio Lisci,15,146.00,26.5%,38.2%,25,25,3,28,38,44.7%,38.1%,51.6%,36,11,54,2,54,7.00,48,2,53.3%,8,7,0,97,156,153,127,85,309,10,1,0,1,41.6%,154,1.05,56.1%,31,14,1,1,254,33.7,20.00,-,21.7%,17.4%,34.8%,81.7%,20.0,41.6%,14,16,1
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1cg5aiu7phyw89gyr0m9hme50,2025-11-29 13:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,false,true,OSA,OSA,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,D 2-2,Alessio Lisci,20,157.00,45.9%,59.5%,22,22,4,46,56,53.8%,42.5%,51.0%,31,11,55,8,55,4.00,35,0,48.3%,4,6,0,57,124,136,124,79,260,6,2,0,0,39.7%,139,1.09,46.2%,36,18,3,5,250,33.3,18.00,-,7.1%,7.1%,35.7%,16.2%,22.3,39.7%,14,42,2
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),19fc4xa7cho23jve43ojie39w,2025-11-22 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,true,false,OSA,OSA,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,L 1-3,Alessio Lisci,25,146.00,33.3%,37.0%,11,15,5,28,46,45.1%,48.6%,56.1%,33,16,54,4,54,8.00,37,0,51.0%,7,4,0,79,150,154,144,81,304,8,1,0,0,40.8%,158,1.13,50.0%,26,12,4,4,286,36.0,22.00,-,16.7%,5.6%,27.8%,28.9%,23.4,40.8%,14,20,1
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),17xoblao6gdkidisaddnrpa1g,2025-11-08 15:15:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,L 0-1,Alessio Lisci,20,136.00,46.5%,53.5%,17,16,4,44,66,57.4%,48.7%,52.6%,37,11,62,7,62,7.00,46,0,48.4%,4,5,0,61,96,123,82,76,219,5,0,0,0,40.4%,145,0.98,53.0%,32,17,5,1,264,32.7,22.00,-,37.5%,20.8%,16.7%,13.7%,23.3,40.4%,9,17,1
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),13d50vdn5ecuddcpg1cvdrq50,2025-11-03 20:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,false,true,OSA,OSA,clo928vcczjp0mczavs5o7p5k,OVI,OVI,187,D 0-0,Alessio Lisci,23,120.00,24.2%,30.3%,17,15,4,29,58,55.1%,43.8%,56.2%,45,17,74,4,74,10.00,33,0,54.0%,9,8,0,54,93,157,107,89,250,7,0,0,0,34.3%,125,0.82,50.0%,29,17,7,6,275,33.3,19.00,-,28.6%,7.1%,28.6%,21.2%,29.1,34.3%,11,21,0
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),z7hbnyt9xc1j8x9pacy6jmdw,2025-10-26 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,true,false,OSA,OSA,6f27yvbqcngegwsg2ozxxdj4,CEL,CEL,176,L 2-3,Alessio Lisci,8,265.00,45.2%,52.4%,21,10,12,45,77,75.8%,49.5%,42.2%,27,18,54,4,54,8.00,96,1,47.6%,7,9,1,40,77,172,90,119,249,4,2,0,0,27.4%,152,2.31,66.7%,18,21,1,6,425,30.6,13.00,-,13.9%,16.7%,33.3%,49.1%,31.6,27.4%,17,26,3
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),tk5mkd96dh3cu38pb2k286qc,2025-10-18 19:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 0-1,Alessio Lisci,29,101.00,21.9%,28.1%,16,15,1,32,45,38.1%,45.3%,58.5%,31,15,47,5,47,6.00,32,0,57.8%,6,8,0,111,184,123,142,54,307,13,0,0,0,38.5%,141,1.14,57.1%,33,14,2,2,277,34.7,19.00,-,12.5%,18.8%,25.0%,11.3%,20.2,38.5%,9,15,1
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),s2odkp4oybdaqou9lx1fd6ok,2025-10-03 19:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,true,false,false,OSA,OSA,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 2-1,Alessio Lisci,16,127.00,34.2%,39.5%,22,16,0,28,35,46.9%,65.4%,63.4%,28,8,45,3,45,4.00,34,0,49.0%,2,5,0,74,136,94,103,53,230,5,1,0,1,40.9%,178,0.43,68.4%,32,12,3,2,294,30.4,19.00,-,21.7%,8.7%,17.4%,27.2%,21.3,40.9%,7,16,1
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),mulhl7s94em1faqw5y2499uc,2025-09-28 19:00:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 0-2,Alessio Lisci,22,129.00,27.3%,33.3%,29,23,3,54,63,44.5%,53.4%,62.4%,44,17,65,5,65,9.00,36,0,53.5%,4,11,0,76,175,150,174,75,325,6,0,0,0,33.5%,165,0.70,58.2%,26,17,4,4,431,33.9,21.00,-,10.7%,7.1%,21.4%,6.0%,20.3,33.5%,12,25,0
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),lcqefumn96v640d0yzsv7xuc,2025-09-25 17:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,true,false,false,false,true,OSA,OSA,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 1-1,Alessio Lisci,15,128.00,31.7%,43.9%,26,24,5,31,41,44.1%,36.7%,52.2%,41,9,59,4,59,6.00,42,1,50.9%,4,5,0,83,154,173,141,103,327,5,1,0,0,38.7%,145,0.90,59.7%,38,21,0,3,181,33.0,17.00,-,15.0%,25.0%,35.0%,68.3%,21.2,38.7%,9,17,1
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),hkc1gww0pz1b950ulnh6lnv8,2025-09-20 16:30:00,2l0ldgiwsgb8d6y3z0sfgjzyj,false,true,false,true,false,OSA,OSA,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,L 1-2,Alessio Lisci,41,53.00,19.0%,23.8%,12,18,1,20,28,23.5%,43.8%,71.7%,22,9,33,2,33,5.00,15,0,49.1%,7,3,0,137,181,91,86,49,272,20,1,0,0,42.1%,115,1.80,52.6%,36,9,1,1,191,37.2,15.00,-,16.7%,41.7%,0.0%,21.4%,23.2,42.1%,6,3,3
