Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
11,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2u1nsiwpvio7gzjecn4cnhq8k,2026-03-13 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,false,true,VIL,VIL,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,D 1-1,Marcelino García,16,142.00,27.3%,36.4%,13,20,3,38,77,49.0%,55.8%,52.4%,21,13,42,5,42,6.00,60,0,51.2%,1,6,0,84,164,89,117,52,253,8,0,0,1,31.3%,121,0.60,61.4%,36,15,1,0,308,35.0,18.00,-,7.1%,17.9%,14.3%,12.5%,29.5,31.3%,10,11,2
12,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2sjqtzqw7toxdc5xpqu843vh0,2026-03-08 14:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 2-1,Marcelino García,26,154.00,23.5%,29.4%,18,19,10,45,60,34.4%,39.3%,56.8%,28,12,47,3,47,13.00,55,0,56.4%,5,10,0,110,202,155,173,74,357,9,1,0,1,40.1%,141,1.58,57.1%,25,20,1,0,248,32.3,18.00,-,15.4%,26.9%,7.7%,70.9%,18.0,40.1%,16,13,4
13,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2mxi4zs0db40fjabi1d36b9ck,2026-02-28 15:15:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,true,false,VIL,VIL,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 1-4,Marcelino García,40,66.00,14.3%,19.0%,12,24,1,25,28,14.4%,40.7%,72.7%,40,12,48,8,48,4.00,16,1,53.2%,5,4,0,141,260,135,194,59,394,9,1,0,0,40.6%,110,1.31,50.0%,25,11,0,0,177,34.7,20.00,-,18.8%,6.3%,18.8%,7.5%,17.2,40.6%,6,5,3
14,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2ieudkqygyu0aa32xvmgllc7o,2026-02-22 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,W 2-1,Marcelino García,21,148.00,37.5%,37.5%,17,17,3,39,49,43.9%,42.7%,50.9%,20,16,42,6,42,8.00,61,0,50.0%,1,6,0,88,151,118,117,64,269,6,2,0,0,34.2%,124,2.34,55.2%,23,12,4,1,270,26.3,21.00,-,20.0%,15.0%,15.0%,67.9%,32.6,34.2%,12,13,3
15,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1jlhapyjldhvatexkb19ja6fo,2026-02-18 19:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,4grc9qgcvusllap8h5j6gc5h5,LEV,LEV,855,W 1-0,Marcelino García,32,113.00,14.3%,21.4%,21,12,3,33,49,43.3%,38.4%,58.2%,31,15,54,6,54,10.00,41,0,63.8%,4,9,0,90,156,145,144,67,301,8,1,0,0,31.9%,110,2.40,52.4%,42,15,2,0,268,30.5,23.00,-,10.0%,5.0%,30.0%,46.0%,16.5,31.9%,15,6,5
16,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2g2ynxffaiw8no1j61y45vvh0,2026-02-14 15:15:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,true,false,VIL,VIL,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,L 1-2,Marcelino García,12,94.00,29.4%,38.2%,12,19,1,34,58,53.2%,58.9%,63.3%,15,13,30,2,30,3.00,14,0,52.4%,7,3,0,65,105,120,87,73,225,4,1,0,0,34.1%,122,0.60,48.7%,24,8,4,2,254,32.9,20.00,-,18.8%,6.3%,18.8%,11.8%,21.5,34.1%,8,14,2
17,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),2au8colu3pbwws92o9q03i9zo,2026-02-09 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,W 4-1,Marcelino García,14,105.00,35.3%,41.2%,14,18,1,33,66,41.8%,53.2%,66.2%,31,8,40,1,40,5.00,29,0,60.3%,3,3,0,82,153,124,144,51,277,7,3,1,0,25.0%,107,0.77,60.0%,27,27,2,1,364,31.1,19.00,-,15.8%,10.5%,21.1%,77.6%,34.4,25.0%,10,15,3
18,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),29cmof9w51qvhnakmp2oado9g,2026-01-31 15:15:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,false,true,VIL,VIL,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,D 2-2,Marcelino García,26,129.00,27.5%,37.5%,14,23,1,40,50,52.3%,53.6%,58.4%,33,13,57,4,57,3.00,59,1,52.6%,8,12,0,90,130,129,97,72,259,13,2,0,0,36.9%,164,0.97,54.5%,38,18,3,2,305,33.5,12.00,-,16.7%,16.7%,25.0%,16.7%,23.1,36.9%,5,15,1
19,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),242xbwdul3xv3pwz602l6btw4,2026-01-24 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,false,true,false,VIL,VIL,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 0-2,Marcelino García,35,115.00,30.3%,33.3%,19,21,5,40,51,34.6%,48.4%,62.1%,38,10,58,6,58,7.00,42,0,44.9%,10,4,0,109,158,115,98,66,273,7,0,0,0,32.8%,126,0.61,51.4%,40,22,0,0,312,30.9,18.00,-,15.4%,23.1%,3.8%,20.1%,21.8,32.8%,8,15,2
20,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),212c0txlhb4ljff92d2cu5edw,2026-01-17 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,true,false,VIL,VIL,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,L 0-2,Marcelino García,19,83.00,30.8%,42.3%,10,19,3,32,33,30.4%,49.3%,65.9%,39,20,57,8,57,7.00,22,0,57.3%,1,7,0,106,191,128,161,52,319,8,0,0,0,39.7%,141,1.02,56.9%,31,13,0,1,178,30.9,23.00,-,15.0%,25.0%,15.0%,16.2%,22.3,39.7%,9,11,2
21,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1uwb3z5cnpg9o84qdcr5r2o7o,2026-01-10 15:15:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,W 3-1,Marcelino García,21,107.00,22.9%,37.1%,25,18,2,42,49,40.8%,47.4%,63.2%,41,14,61,5,61,8.00,36,0,49.0%,8,8,0,71,181,168,195,83,349,8,2,1,0,35.2%,157,1.53,58.0%,43,19,0,0,291,31.5,18.00,-,5.3%,31.6%,15.8%,63.8%,17.8,35.2%,11,3,2
22,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1uit2aujexe8xc2izg1a2uyvo,2026-01-03 17:30:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-1,Marcelino García,32,92.00,16.1%,19.4%,16,20,4,23,37,17.3%,29.3%,62.0%,26,9,37,4,37,9.00,38,0,50.8%,4,9,0,181,263,133,150,65,396,15,2,1,0,40.5%,89,1.74,50.0%,38,17,1,0,146,29.5,18.00,-,9.5%,38.1%,28.6%,54.3%,13.6,40.5%,12,2,6
23,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1oi5jmg0ldrmljyz46todfbpw,2025-12-21 15:15:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,false,true,false,VIL,VIL,agh9ifb2mw3ivjusgedj7c3fe,BAR,BAR,178,L 0-2,Marcelino García,52,103.00,16.7%,20.0%,11,17,6,14,25,14.8%,30.2%,60.0%,21,7,27,4,27,6.00,18,0,46.3%,2,7,0,155,252,135,164,68,387,12,0,0,0,38.1%,75,1.69,34.9%,19,10,2,1,130,34.5,14.00,-,16.7%,16.7%,41.7%,8.9%,17.6,38.1%,14,10,3
24,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1hbkc2pl94wmoej46f3izy4gk,2025-12-06 13:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,W 2-0,Marcelino García,10,169.00,27.7%,34.0%,19,22,3,53,81,61.7%,62.2%,54.0%,42,19,67,6,67,7.00,59,1,53.5%,7,3,0,54,126,99,110,61,225,3,0,0,2,34.4%,169,0.61,58.8%,48,20,0,3,391,30.6,27.00,-,19.4%,12.9%,0.0%,71.1%,27.6,34.4%,10,19,1
25,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1d6oxum3q5ydyzsf48df1qas4,2025-11-30 13:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,63f5h8t5e9qm1fqmvfkb23ghh,RSO,RSO,188,W 3-2,Marcelino García,23,109.00,48.0%,52.0%,20,15,4,34,40,31.4%,46.5%,66.5%,35,9,50,2,50,7.00,30,2,46.9%,1,7,0,76,174,111,154,55,285,7,2,1,0,32.1%,115,1.50,57.0%,36,16,2,1,192,32.7,15.00,-,5.3%,15.8%,21.1%,48.5%,18.3,32.1%,10,9,2
26,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),1bbwtdnimi7tbl6aatezlnwno,2025-11-22 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,50x1m4u58lffhq6v6ga1hbxmy,MLL,MLL,181,W 2-1,Marcelino García,11,197.00,48.6%,60.0%,18,18,6,71,91,61.8%,53.8%,46.0%,26,25,66,9,66,9.00,89,1,58.4%,4,5,0,73,121,111,72,87,232,5,2,0,0,31.8%,164,2.23,51.7%,34,32,1,1,364,31.8,13.00,-,5.9%,14.7%,26.5%,51.8%,23.1,31.8%,14,12,4
27,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),15ojns8pjndvlncxp05js2cyc,2025-11-08 20:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,c8llrezkm3b3op4afrou6b487,ESP,ESP,177,W 2-0,Marcelino García,31,85.00,19.2%,23.1%,10,22,1,53,70,33.3%,53.5%,70.5%,52,15,68,0,68,6.00,34,0,53.0%,3,6,0,114,196,97,137,42,293,4,1,0,1,30.8%,149,1.61,57.3%,38,19,2,1,395,32.2,21.00,-,18.2%,0.0%,9.1%,56.1%,24.6,30.8%,9,8,1
28,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),13qwzalezgy8gxih0ube0ap78,2025-11-01 13:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,W 4-0,Marcelino García,21,118.00,34.6%,46.2%,14,27,3,51,69,43.9%,50.5%,61.1%,42,3,55,5,55,9.00,42,1,45.9%,4,4,1,68,118,97,106,41,215,9,3,0,1,28.4%,121,3.15,50.0%,14,31,0,1,272,37.6,27.00,-,12.5%,16.7%,12.5%,72.5%,26.4,28.4%,16,6,3
29,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),xpp766lmrig4xeolfmmtehp0,2025-10-25 19:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,W 2-0,Marcelino García,21,121.00,19.2%,19.2%,15,29,4,41,62,37.1%,47.7%,63.7%,40,8,52,4,52,9.00,34,0,51.0%,2,5,0,79,158,128,152,55,286,4,2,0,0,30.3%,126,2.18,45.3%,18,20,1,2,351,34.2,25.00,-,18.2%,27.3%,4.5%,60.4%,24.9,30.3%,12,11,4
30,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),vue1zih02z58m1ihnz9pod90,2025-10-18 16:30:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,false,false,true,VIL,VIL,ah8dala7suqqkj04n2l8xz4zd,BET,BET,185,D 2-2,Marcelino García,31,120.00,33.3%,48.1%,13,18,2,32,63,33.6%,45.2%,62.2%,26,5,34,6,34,5.00,48,0,50.0%,8,4,0,101,174,118,130,61,292,13,1,0,1,33.3%,124,0.66,59.2%,25,24,2,0,265,35.5,13.00,-,25.0%,8.3%,16.7%,54.6%,22.7,33.3%,7,12,2
31,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),qll7e8qbbmjfzxvwpi96cg0k,2025-10-04 19:00:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,false,true,false,VIL,VIL,3kq9cckrnlogidldtdie2fkbl,RMA,RMA,186,L 1-3,Marcelino García,58,100.00,25.9%,33.3%,16,27,3,18,56,22.0%,42.7%,61.5%,33,10,43,5,43,8.00,41,0,53.1%,5,6,0,179,280,87,146,42,367,13,1,0,0,33.8%,107,0.99,53.2%,33,23,1,0,249,31.2,18.00,-,4.5%,18.2%,31.8%,8.6%,18.6,33.8%,9,4,2
32,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),obyek5fw1lg9l72jn8omr4lw,2025-09-27 19:00:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 1-0,Marcelino García,19,148.00,25.0%,37.5%,12,25,5,30,61,35.3%,48.8%,60.3%,25,12,45,3,45,7.00,48,0,50.0%,1,4,0,101,172,120,116,75,292,4,1,0,0,29.2%,109,1.22,62.3%,35,18,1,2,295,34.9,15.00,-,14.3%,19.0%,14.3%,43.2%,19.9,29.2%,14,19,3
33,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),jtywnxc2k08euwiq1ssvws9g,2025-09-23 19:30:00,74mcjsm72vr3l9pw2i4qfjchj,false,true,true,false,false,VIL,VIL,10eyb18v5puw4ez03ocaug09m,SEV,SEV,179,W 2-1,Marcelino García,33,115.00,31.0%,38.1%,17,22,5,30,51,35.5%,34.8%,54.6%,27,13,43,5,43,9.00,39,0,51.6%,8,5,0,115,164,128,106,71,292,9,2,0,0,33.0%,107,1.95,51.4%,28,17,1,1,186,35.8,29.00,-,28.6%,14.3%,9.5%,34.8%,22.0,33.0%,12,6,6
34,34pl8szyvrbwcmfkuocjm3r6t,Primera División,80zg2v1cuqcfhphn56u4qpyqc,2025/2026,Primera División 2025/2026 (Spain),Primera División (Spain),hkc1gww0pz1b950ulnh6lnv8,2025-09-20 16:30:00,74mcjsm72vr3l9pw2i4qfjchj,true,false,true,false,false,VIL,VIL,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,W 2-1,Marcelino García,16,279.00,43.8%,53.1%,20,16,7,77,74,76.5%,56.2%,42.3%,25,10,62,7,62,16.00,102,0,58.5%,2,5,0,31,70,132,85,86,203,8,2,0,0,26.3%,132,2.55,51.0%,33,23,4,5,297,31.2,26.00,-,7.3%,4.9%,12.2%,47.6%,35.1,26.3%,26,31,6
